accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,sumAcc,label
"[0.0748627185821533, 0.0391425788402557, 0.007146983873099, -0.0899183899164199]","[0.936025857925415, -0.6473538875579834, -1.248517990112305, 1.729389190673828]","[0.273076057434082, 0.2845449447631836, 0.3469696044921875, 0.2066431045532226]","[0.0183259565383195, 0.0036651920527219, -0.0103847095742821, 0.0641408488154411]","[0.0109955742955207, 0.0042760567739605, 0.0335975885391235, -0.0158824957907199]","[-0.0751364231109619, -0.0855211317539215, -0.0940732508897781, -0.0910189226269722]",1.9120107735507186,Aggressive
"[0.0391425788402557, 0.007146983873099, -0.0899183899164199, -0.117236241698265]","[-0.6473538875579834, -1.248517990112305, 1.729389190673828, 0.3522768020629883]","[0.2845449447631836, 0.3469696044921875, 0.2066431045532226, 0.1702003479003906]","[0.0036651920527219, -0.0103847095742821, 0.0641408488154411, 0.006108651868999]","[0.0042760567739605, 0.0335975885391235, -0.0158824957907199, 0.0030543259344995]","[-0.0855211317539215, -0.0940732508897781, -0.0910189226269722, -0.0030543259344995]",1.033287047874182,Aggressive
"[0.007146983873099, -0.0899183899164199, -0.117236241698265, -0.0565827302634716]","[-1.248517990112305, 1.729389190673828, 0.3522768020629883, 0.040562629699707]","[0.3469696044921875, 0.2066431045532226, 0.1702003479003906, 0.0848731994628906]","[-0.0103847095742821, 0.0641408488154411, 0.006108651868999, 0.0018325960263609]","[0.0335975885391235, -0.0158824957907199, 0.0030543259344995, -0.0116064399480819]","[-0.0940732508897781, -0.0910189226269722, -0.0030543259344995, -0.0042760567739605]",1.4258065107278521,Aggressive
"[-0.0899183899164199, -0.117236241698265, -0.0565827302634716, 0.0766170173883438]","[1.729389190673828, 0.3522768020629883, 0.040562629699707, 0.002501965034753]","[0.2066431045532226, 0.1702003479003906, 0.0848731994628906, 0.2648782730102539]","[0.0641408488154411, 0.006108651868999, 0.0018325960263609, 0.0140499006956815]","[-0.0158824957907199, 0.0030543259344995, -0.0116064399480819, -0.0097738439217209]","[-0.0910189226269722, -0.0030543259344995, -0.0042760567739605, -0.0122173046693205]",2.6642051679082215,Aggressive
"[-0.117236241698265, -0.0565827302634716, 0.0766170173883438, 0.3061599135398865]","[0.3522768020629883, 0.040562629699707, 0.002501965034753, 0.0820473432540893]","[0.1702003479003906, 0.0848731994628906, 0.2648782730102539, 0.2103252410888672]","[0.006108651868999, 0.0018325960263609, 0.0140499006956815, 0.0195476878434419]","[0.0030543259344995, -0.0116064399480819, -0.0097738439217209, -0.0171042270958423]","[-0.0030543259344995, -0.0042760567739605, -0.0122173046693205, -0.0262672062963247]",1.4166237604804335,Normal
"[-0.0565827302634716, 0.0766170173883438, 0.3061599135398865, -0.1300998926162719]","[0.040562629699707, 0.002501965034753, 0.0820473432540893, 0.4741137027740478]","[0.0848731994628906, 0.2648782730102539, 0.2103252410888672, 0.111602783203125]","[0.0018325960263609, 0.0140499006956815, 0.0195476878434419, 0.0073303831741213]","[-0.0116064399480819, -0.0097738439217209, -0.0171042270958423, -0.0006108650122769177]","[-0.0042760567739605, -0.0122173046693205, -0.0262672062963247, -0.0403171069920063]",1.4669994455762208,Normal
"[0.0766170173883438, 0.3061599135398865, -0.1300998926162719, 0.0741604715585708]","[0.002501965034753, 0.0820473432540893, 0.4741137027740478, 0.0589015483856201]","[0.2648782730102539, 0.2103252410888672, 0.111602783203125, 0.3744564056396484]","[0.0140499006956815, 0.0195476878434419, 0.0073303831741213, 0.0280998013913631]","[-0.0097738439217209, -0.0171042270958423, -0.0006108650122769177, -0.0036651920527219]","[-0.0122173046693205, -0.0262672062963247, -0.0403171069920063, -0.0464257597923278]",1.905664772260934,Normal
"[0.3061599135398865, -0.1300998926162719, 0.0741604715585708, -0.0727211833000183]","[0.0820473432540893, 0.4741137027740478, 0.0589015483856201, 0.1873884201049804]","[0.2103252410888672, 0.111602783203125, 0.3744564056396484, 0.3071708679199219]","[0.0195476878434419, 0.0073303831741213, 0.0280998013913631, 0.0134390350431203]","[-0.0171042270958423, -0.0006108650122769177, -0.0036651920527219, 0.0226020142436027]","[-0.0262672062963247, -0.0403171069920063, -0.0464257597923278, -0.0452040284872055]",1.9835056215524671,Normal
"[-0.1300998926162719, 0.0741604715585708, -0.0727211833000183, 0.0219503343105316]","[0.4741137027740478, 0.0589015483856201, 0.1873884201049804, -0.6617909669876099]","[0.111602783203125, 0.3744564056396484, 0.3071708679199219, -0.0611333847045898]","[0.0073303831741213, 0.0280998013913631, 0.0134390350431203, -0.0232128798961639]","[-0.0006108650122769177, -0.0036651920527219, 0.0226020142436027, 0.0268780700862407]","[-0.0403171069920063, -0.0464257597923278, -0.0452040284872055, -0.0342084541916847]",0.683999106287956,Aggressive
"[0.0741604715585708, -0.0727211833000183, 0.0219503343105316, 0.21903096139431]","[0.0589015483856201, 0.1873884201049804, -0.6617909669876099, 0.4601820707321167]","[0.3744564056396484, 0.3071708679199219, -0.0611333847045898, 0.5032863616943359]","[0.0280998013913631, 0.0134390350431203, -0.0232128798961639, 0.0445931628346443]","[-0.0036651920527219, 0.0226020142436027, 0.0268780700862407, 0.0299323964864015]","[-0.0464257597923278, -0.0452040284872055, -0.0342084541916847, -0.0366519130766391]",1.410881906747818,Aggressive
"[-0.0727211833000183, 0.0219503343105316, 0.21903096139431, -0.0098646795377135]","[0.1873884201049804, -0.6617909669876099, 0.4601820707321167, -0.2552938461303711]","[0.3071708679199219, -0.0611333847045898, 0.5032863616943359, 0.1759061813354492]","[0.0134390350431203, -0.0232128798961639, 0.0445931628346443, -0.0097738439217209]","[0.0226020142436027, 0.0268780700862407, 0.0299323964864015, 0.0116064399480819]","[-0.0452040284872055, -0.0342084541916847, -0.0366519130766391, -0.0329867228865623]",0.8141111368313432,Aggressive
"[0.0219503343105316, 0.21903096139431, -0.0098646795377135, 0.1617689132690429]","[-0.6617909669876099, 0.4601820707321167, -0.2552938461303711, -0.0181517601013183]","[-0.0611333847045898, 0.5032863616943359, 0.1759061813354492, 1.0511655807495115]","[-0.0232128798961639, 0.0445931628346443, -0.0097738439217209, 0.0226020142436027]","[0.0268780700862407, 0.0299323964864015, 0.0116064399480819, -0.0006108650122769177]","[-0.0342084541916847, -0.0366519130766391, -0.0329867228865623, -0.0317649915814399]",1.5870557660236952,Aggressive
"[0.21903096139431, -0.0098646795377135, 0.1617689132690429, -0.3444741368293762]","[0.4601820707321167, -0.2552938461303711, -0.0181517601013183, -1.1533966064453125]","[0.5032863616943359, 0.1759061813354492, 1.0511655807495115, 0.0720491409301757]","[0.0445931628346443, -0.0097738439217209, 0.0226020142436027, -0.0256563406437635]","[0.0299323964864015, 0.0116064399480819, -0.0006108650122769177, 0.0140499006956815]","[-0.0366519130766391, -0.0329867228865623, -0.0317649915814399, -0.0427605658769607]",0.8622081810608504,Aggressive
"[-0.0098646795377135, 0.1617689132690429, -0.3444741368293762, 0.0577034279704093]","[-0.2552938461303711, -0.0181517601013183, -1.1533966064453125, -0.4178216755390167]","[0.1759061813354492, 1.0511655807495115, 0.0720491409301757, -0.5400285720825195]","[-0.0097738439217209, 0.0226020142436027, -0.0256563406437635, 0.0262672062963247]","[0.0116064399480819, -0.0006108650122769177, 0.0140499006956815, 0.0]","[-0.0329867228865623, -0.0317649915814399, -0.0427605658769607, -0.0464257597923278]",-1.220438032411039,Aggressive
"[0.1617689132690429, -0.3444741368293762, 0.0577034279704093, -0.487318754196167]","[-0.0181517601013183, -1.1533966064453125, -0.4178216755390167, 3.554502010345459]","[1.0511655807495115, 0.0720491409301757, -0.5400285720825195, 1.255110740661621]","[0.0226020142436027, -0.0256563406437635, 0.0262672062963247, 0.0427605658769607]","[-0.0006108650122769177, 0.0140499006956815, 0.0, -0.0177150927484035]","[-0.0317649915814399, -0.0427605658769607, -0.0464257597923278, -0.0531452745199203]",3.1911083087325096,Aggressive
"[-0.3444741368293762, 0.0577034279704093, -0.487318754196167, 0.2656227052211761]","[-1.1533966064453125, -0.4178216755390167, 3.554502010345459, 0.9055683612823486]","[0.0720491409301757, -0.5400285720825195, 1.255110740661621, -0.4467449188232422]","[-0.0256563406437635, 0.0262672062963247, 0.0427605658769607, 0.0146607663482427]","[0.0140499006956815, 0.0, -0.0177150927484035, 0.0219911485910415]","[-0.0427605658769607, -0.0464257597923278, -0.0531452745199203, -0.0751364231109619]",2.720771722495556,Aggressive
"[0.0577034279704093, -0.487318754196167, 0.2656227052211761, -0.0933756232261657]","[-0.4178216755390167, 3.554502010345459, 0.9055683612823486, 0.8146638870239258]","[-0.5400285720825195, 1.255110740661621, -0.4467449188232422, 0.3612165451049804]","[0.0262672062963247, 0.0427605658769607, 0.0146607663482427, 0.0201585534960031]","[0.0, -0.0177150927484035, 0.0219911485910415, 0.0054977871477603]","[-0.0464257597923278, -0.0531452745199203, -0.0751364231109619, -0.0775798857212066]",5.229098133742809,Aggressive
"[-0.487318754196167, 0.2656227052211761, -0.0933756232261657, -0.0429973155260086]","[3.554502010345459, 0.9055683612823486, 0.8146638870239258, 0.0477266311645507]","[1.255110740661621, -0.4467449188232422, 0.3612165451049804, -0.1166677474975586]","[0.0427605658769607, 0.0146607663482427, 0.0201585534960031, -0.0067195179872214]","[-0.0177150927484035, 0.0219911485910415, 0.0054977871477603, 0.0274889357388019]","[-0.0531452745199203, -0.0751364231109619, -0.0775798857212066, -0.0855211317539215]",6.01730652153492,Aggressive
"[0.2656227052211761, -0.0933756232261657, -0.0429973155260086, 0.2183868587017059]","[0.9055683612823486, 0.8146638870239258, 0.0477266311645507, -0.2859426736831665]","[-0.4467449188232422, 0.3612165451049804, -0.1166677474975586, 0.253885269165039]","[0.0146607663482427, 0.0201585534960031, -0.0067195179872214, 0.0226020142436027]","[0.0219911485910415, 0.0054977871477603, 0.0274889357388019, 0.0299323964864015]","[-0.0751364231109619, -0.0775798857212066, -0.0855211317539215, -0.0885754600167274]",1.8813419789075851,Aggressive
"[-0.0933756232261657, -0.0429973155260086, 0.2183868587017059, -0.117236241698265]","[0.8146638870239258, 0.0477266311645507, -0.2859426736831665, 0.3522768020629883]","[0.3612165451049804, -0.1166677474975586, 0.253885269165039, 0.1702003479003906]","[0.0201585534960031, -0.0067195179872214, 0.0226020142436027, 0.006108651868999]","[0.0054977871477603, 0.0274889357388019, 0.0299323964864015, 0.0030543259344995]","[-0.0775798857212066, -0.0855211317539215, -0.0885754600167274, -0.0030543259344995]",1.5621367394924164,Aggressive
"[-0.0429973155260086, 0.2183868587017059, -0.117236241698265, -0.0565827302634716]","[0.0477266311645507, -0.2859426736831665, 0.3522768020629883, 0.040562629699707]","[-0.1166677474975586, 0.253885269165039, 0.1702003479003906, 0.0848731994628906]","[-0.0067195179872214, 0.0226020142436027, 0.006108651868999, 0.0018325960263609]","[0.0274889357388019, 0.0299323964864015, 0.0030543259344995, -0.0116064399480819]","[-0.0855211317539215, -0.0885754600167274, -0.0030543259344995, -0.0042760567739605]",0.5484850294888017,Normal
"[0.2183868587017059, -0.117236241698265, -0.0565827302634716, 0.0766170173883438]","[-0.2859426736831665, 0.3522768020629883, 0.040562629699707, 0.002501965034753]","[0.253885269165039, 0.1702003479003906, 0.0848731994628906, 0.2648782730102539]","[0.0226020142436027, 0.006108651868999, 0.0018325960263609, 0.0140499006956815]","[0.0299323964864015, 0.0030543259344995, -0.0116064399480819, -0.0097738439217209]","[-0.0885754600167274, -0.0030543259344995, -0.0042760567739605, -0.0122173046693205]",1.004420716781169,Normal
"[-0.117236241698265, -0.0565827302634716, 0.0766170173883438, 0.3061599135398865]","[0.3522768020629883, 0.040562629699707, 0.002501965034753, 0.0820473432540893]","[0.1702003479003906, 0.0848731994628906, 0.2648782730102539, 0.2103252410888672]","[0.006108651868999, 0.0018325960263609, 0.0140499006956815, 0.0195476878434419]","[0.0030543259344995, -0.0116064399480819, -0.0097738439217209, -0.0171042270958423]","[-0.0030543259344995, -0.0042760567739605, -0.0122173046693205, -0.0262672062963247]",1.4166237604804335,Normal
"[-0.0565827302634716, 0.0766170173883438, 0.3061599135398865, -0.1300998926162719]","[0.040562629699707, 0.002501965034753, 0.0820473432540893, 0.4741137027740478]","[0.0848731994628906, 0.2648782730102539, 0.2103252410888672, 0.111602783203125]","[0.0018325960263609, 0.0140499006956815, 0.0195476878434419, 0.0073303831741213]","[-0.0116064399480819, -0.0097738439217209, -0.0171042270958423, -0.0006108650122769177]","[-0.0042760567739605, -0.0122173046693205, -0.0262672062963247, -0.0403171069920063]",1.4669994455762208,Normal
"[0.0766170173883438, 0.3061599135398865, -0.1300998926162719, 0.0741604715585708]","[0.002501965034753, 0.0820473432540893, 0.4741137027740478, 0.0589015483856201]","[0.2648782730102539, 0.2103252410888672, 0.111602783203125, 0.3744564056396484]","[0.0140499006956815, 0.0195476878434419, 0.0073303831741213, 0.0280998013913631]","[-0.0097738439217209, -0.0171042270958423, -0.0006108650122769177, -0.0036651920527219]","[-0.0122173046693205, -0.0262672062963247, -0.0403171069920063, -0.0464257597923278]",1.905664772260934,Normal
"[0.3061599135398865, -0.1300998926162719, 0.0741604715585708, -0.0727211833000183]","[0.0820473432540893, 0.4741137027740478, 0.0589015483856201, 0.1873884201049804]","[0.2103252410888672, 0.111602783203125, 0.3744564056396484, 0.3071708679199219]","[0.0195476878434419, 0.0073303831741213, 0.0280998013913631, 0.0134390350431203]","[-0.0171042270958423, -0.0006108650122769177, -0.0036651920527219, 0.0226020142436027]","[-0.0262672062963247, -0.0403171069920063, -0.0464257597923278, -0.0452040284872055]",1.9835056215524671,Normal
"[-0.1300998926162719, 0.0741604715585708, -0.0727211833000183, 0.0219503343105316]","[0.4741137027740478, 0.0589015483856201, 0.1873884201049804, -0.6617909669876099]","[0.111602783203125, 0.3744564056396484, 0.3071708679199219, -0.0611333847045898]","[0.0073303831741213, 0.0280998013913631, 0.0134390350431203, -0.0232128798961639]","[-0.0006108650122769177, -0.0036651920527219, 0.0226020142436027, 0.0268780700862407]","[-0.0403171069920063, -0.0464257597923278, -0.0452040284872055, -0.0342084541916847]",0.683999106287956,Aggressive
"[0.0741604715585708, -0.0727211833000183, 0.0219503343105316, 0.21903096139431]","[0.0589015483856201, 0.1873884201049804, -0.6617909669876099, 0.4601820707321167]","[0.3744564056396484, 0.3071708679199219, -0.0611333847045898, 0.5032863616943359]","[0.0280998013913631, 0.0134390350431203, -0.0232128798961639, 0.0445931628346443]","[-0.0036651920527219, 0.0226020142436027, 0.0268780700862407, 0.0299323964864015]","[-0.0464257597923278, -0.0452040284872055, -0.0342084541916847, -0.0366519130766391]",1.410881906747818,Aggressive
"[-0.0727211833000183, 0.0219503343105316, 0.21903096139431, -0.0098646795377135]","[0.1873884201049804, -0.6617909669876099, 0.4601820707321167, -0.2552938461303711]","[0.3071708679199219, -0.0611333847045898, 0.5032863616943359, 0.1759061813354492]","[0.0134390350431203, -0.0232128798961639, 0.0445931628346443, -0.0097738439217209]","[0.0226020142436027, 0.0268780700862407, 0.0299323964864015, 0.0116064399480819]","[-0.0452040284872055, -0.0342084541916847, -0.0366519130766391, -0.0329867228865623]",0.8141111368313432,Aggressive
"[0.0219503343105316, 0.21903096139431, -0.0098646795377135, 0.1617689132690429]","[-0.6617909669876099, 0.4601820707321167, -0.2552938461303711, -0.0181517601013183]","[-0.0611333847045898, 0.5032863616943359, 0.1759061813354492, 1.0511655807495115]","[-0.0232128798961639, 0.0445931628346443, -0.0097738439217209, 0.0226020142436027]","[0.0268780700862407, 0.0299323964864015, 0.0116064399480819, -0.0006108650122769177]","[-0.0342084541916847, -0.0366519130766391, -0.0329867228865623, -0.0317649915814399]",1.5870557660236952,Aggressive
"[0.21903096139431, -0.0098646795377135, 0.1617689132690429, -0.3444741368293762]","[0.4601820707321167, -0.2552938461303711, -0.0181517601013183, -1.1533966064453125]","[0.5032863616943359, 0.1759061813354492, 1.0511655807495115, 0.0720491409301757]","[0.0445931628346443, -0.0097738439217209, 0.0226020142436027, -0.0256563406437635]","[0.0299323964864015, 0.0116064399480819, -0.0006108650122769177, 0.0140499006956815]","[-0.0366519130766391, -0.0329867228865623, -0.0317649915814399, -0.0427605658769607]",0.8622081810608504,Aggressive
"[-0.0098646795377135, 0.1617689132690429, -0.3444741368293762, 0.0577034279704093]","[-0.2552938461303711, -0.0181517601013183, -1.1533966064453125, -0.4178216755390167]","[0.1759061813354492, 1.0511655807495115, 0.0720491409301757, -0.5400285720825195]","[-0.0097738439217209, 0.0226020142436027, -0.0256563406437635, 0.0262672062963247]","[0.0116064399480819, -0.0006108650122769177, 0.0140499006956815, 0.0]","[-0.0329867228865623, -0.0317649915814399, -0.0427605658769607, -0.0464257597923278]",-1.220438032411039,Aggressive
