accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,sumAcc,label
"[-0.1506937146186828, 0.059261605143547, 0.1684068888425827, 0.1558115631341934]","[0.6813883781433105, 1.3485559225082395, 0.7031762599945068, -0.6954300403594971]","[-0.046234130859375, 0.3119277954101562, 0.1735353469848632, 0.4729108810424804]","[0.0201585534960031, 0.0287106670439243, 0.0085521135479211, 0.0171042270958423]","[-0.0042760567739605, -0.0091629782691597, -0.0183259565383195, 0.0097738439217209]","[-0.0018325960263609, -0.0036651920527219, -0.0207694191485643, -0.0195476878434419]",3.1826167553663254,Aggressive
"[0.059261605143547, 0.1684068888425827, 0.1558115631341934, 0.2686072885990143]","[1.3485559225082395, 0.7031762599945068, -0.6954300403594971, -0.8002068996429443]","[0.3119277954101562, 0.1735353469848632, 0.4729108810424804, 0.0037765500601381]","[0.0287106670439243, 0.0085521135479211, 0.0171042270958423, -0.0317649915814399]","[-0.0091629782691597, -0.0183259565383195, 0.0097738439217209, 0.0207694191485643]","[-0.0036651920527219, -0.0207694191485643, -0.0195476878434419, -0.0305432621389627]",2.1703331617172807,Aggressive
"[0.1684068888425827, 0.1558115631341934, 0.2686072885990143, -0.0023246409837156]","[0.7031762599945068, -0.6954300403594971, -0.8002068996429443, 1.0955203771591189]","[0.1735353469848632, 0.4729108810424804, 0.0037765500601381, 0.07733154296875]","[0.0085521135479211, 0.0171042270958423, -0.0317649915814399, 0.0531452745199203]","[-0.0183259565383195, 0.0097738439217209, 0.0207694191485643, 0.0232128798961639]","[-0.0207694191485643, -0.0195476878434419, -0.0305432621389627, -0.0189368221908807]",1.6211151177994907,Aggressive
"[0.1558115631341934, 0.2686072885990143, -0.0023246409837156, 0.050373151898384]","[-0.6954300403594971, -0.8002068996429443, 1.0955203771591189, -0.6115456819534302]","[0.4729108810424804, 0.0037765500601381, 0.07733154296875, 0.4036855697631836]","[0.0171042270958423, -0.0317649915814399, 0.0531452745199203, -0.0091629782691597]","[0.0097738439217209, 0.0207694191485643, 0.0232128798961639, 0.0140499006956815]","[-0.0195476878434419, -0.0305432621389627, -0.0189368221908807, -0.0183259565383195]",0.4185096616856756,Aggressive
"[0.2686072885990143, -0.0023246409837156, 0.050373151898384, 0.2881754636764526]","[-0.8002068996429443, 1.0955203771591189, -0.6115456819534302, 0.6857819557189941]","[0.0037765500601381, 0.07733154296875, 0.4036855697631836, 0.165262222290039]","[-0.0317649915814399, 0.0531452745199203, -0.0091629782691597, 0.0366519130766391]","[0.0207694191485643, 0.0232128798961639, 0.0140499006956815, 0.0390953756868839]","[-0.0305432621389627, -0.0189368221908807, -0.0183259565383195, -0.0238237436860799]",1.6244368995539844,Aggressive
"[-0.0023246409837156, 0.050373151898384, 0.2881754636764526, 0.0520014762878418]","[1.0955203771591189, -0.6115456819534302, 0.6857819557189941, -1.3328768014907837]","[0.07733154296875, 0.4036855697631836, 0.165262222290039, -0.558466911315918]","[0.0531452745199203, -0.0091629782691597, 0.0366519130766391, -0.0366519130766391]","[0.0232128798961639, 0.0140499006956815, 0.0390953756868839, -0.0195476878434419]","[-0.0189368221908807, -0.0183259565383195, -0.0238237436860799, -0.0189368221908807]",0.3129177240189166,Aggressive
"[0.050373151898384, 0.2881754636764526, 0.0520014762878418, -0.2438752055168151]","[-0.6115456819534302, 0.6857819557189941, -1.3328768014907837, -0.752784788608551]","[0.4036855697631836, 0.165262222290039, -0.558466911315918, 0.3504457473754883]","[-0.0091629782691597, 0.0366519130766391, -0.0366519130766391, 0.0274889357388019]","[0.0140499006956815, 0.0390953756868839, -0.0195476878434419, 0.0036651920527219]","[-0.0183259565383195, -0.0238237436860799, -0.0189368221908807, -0.0287106670439243]",-1.5038238018751144,Aggressive
"[0.2881754636764526, 0.0520014762878418, -0.2438752055168151, 0.155324175953865]","[0.6857819557189941, -1.3328768014907837, -0.752784788608551, 0.6194103956222534]","[0.165262222290039, -0.558466911315918, 0.3504457473754883, 0.0564155578613281]","[0.0366519130766391, -0.0366519130766391, 0.0274889357388019, 0.0348193198442459]","[0.0390953756868839, -0.0195476878434419, 0.0036651920527219, 0.0360410511493682]","[-0.0238237436860799, -0.0189368221908807, -0.0287106670439243, -0.0323758572340011]",-0.5151867121458055,Aggressive
"[0.0520014762878418, -0.2438752055168151, 0.155324175953865, 0.263151079416275]","[-1.3328768014907837, -0.752784788608551, 0.6194103956222534, 0.880158543586731]","[-0.558466911315918, 0.3504457473754883, 0.0564155578613281, 0.3262948989868164]","[-0.0366519130766391, 0.0274889357388019, 0.0348193198442459, 0.0280998013913631]","[-0.0195476878434419, 0.0036651920527219, 0.0360410511493682, -0.0091629782691597]","[-0.0189368221908807, -0.0287106670439243, -0.0323758572340011, -0.0335975885391235]",-0.18480183184146884,Aggressive
"[-0.2438752055168151, 0.155324175953865, 0.263151079416275, -0.1141529977321624]","[-0.752784788608551, 0.6194103956222534, 0.880158543586731, -0.1373690366744995]","[0.3504457473754883, 0.0564155578613281, 0.3262948989868164, -0.1717863082885742]","[0.0274889357388019, 0.0348193198442459, 0.0280998013913631, -0.0054977871477603]","[0.0036651920527219, 0.0360410511493682, -0.0091629782691597, 0.0299323964864015]","[-0.0287106670439243, -0.0323758572340011, -0.0335975885391235, -0.0378736443817615]",1.2312320619821548,Aggressive
"[0.155324175953865, 0.263151079416275, -0.1141529977321624, 0.2285313010215759]","[0.6194103956222534, 0.880158543586731, -0.1373690366744995, -0.2426469326019287]","[0.0564155578613281, 0.3262948989868164, -0.1717863082885742, 0.4000940322875976]","[0.0348193198442459, 0.0280998013913631, -0.0054977871477603, 0.0323758572340011]","[0.0360410511493682, -0.0091629782691597, 0.0299323964864015, 0.0280998013913631]","[-0.0323758572340011, -0.0335975885391235, -0.0378736443817615, -0.0555887371301651]",2.2634247094392776,Aggressive
"[0.263151079416275, -0.1141529977321624, 0.2285313010215759, 0.3882203698158264]","[0.880158543586731, -0.1373690366744995, -0.2426469326019287, 0.1497557163238525]","[0.3262948989868164, -0.1717863082885742, 0.4000940322875976, 0.3935194015502929]","[0.0280998013913631, -0.0054977871477603, 0.0323758572340011, 0.0164933614432811]","[-0.0091629782691597, 0.0299323964864015, 0.0280998013913631, 0.0232128798961639]","[-0.0335975885391235, -0.0378736443817615, -0.0555887371301651, -0.0690277740359306]",2.363770067691803,Aggressive
"[-0.1141529977321624, 0.2285313010215759, 0.3882203698158264, -0.3305136561393738]","[-0.1373690366744995, -0.2426469326019287, 0.1497557163238525, 0.3687275648117065]","[-0.1717863082885742, 0.4000940322875976, 0.3935194015502929, 0.0780563354492187]","[-0.0054977871477603, 0.0323758572340011, 0.0164933614432811, 0.0366519130766391]","[0.0299323964864015, 0.0280998013913631, 0.0232128798961639, 0.0207694191485643]","[-0.0378736443817615, -0.0555887371301651, -0.0690277740359306, -0.0714712366461753]",1.0104357898235317,Normal
"[0.2285313010215759, 0.3882203698158264, -0.3305136561393738, 0.479949414730072]","[-0.2426469326019287, 0.1497557163238525, 0.3687275648117065, -0.1284384727478027]","[0.4000940322875976, 0.3935194015502929, 0.0780563354492187, 0.7736415863037109]","[0.0323758572340011, 0.0164933614432811, 0.0366519130766391, 0.0458148941397666]","[0.0280998013913631, 0.0232128798961639, 0.0207694191485643, 0.0006108650122769177]","[-0.0555887371301651, -0.0690277740359306, -0.0714712366461753, -0.0842994004487991]",2.558896660804748,Normal
"[0.3882203698158264, -0.3305136561393738, 0.479949414730072, -0.3357684910297394]","[0.1497557163238525, 0.3687275648117065, -0.1284384727478027, 0.3906210660934448]","[0.3935194015502929, 0.0780563354492187, 0.7736415863037109, -0.2522335052490234]","[0.0164933614432811, 0.0366519130766391, 0.0458148941397666, 0.0293215326964855]","[0.0232128798961639, 0.0207694191485643, 0.0006108650122769177, -0.0317649915814399]","[-0.0690277740359306, -0.0714712366461753, -0.0842994004487991, -0.0842994004487991]",1.9755373299121857,Normal
"[-0.3305136561393738, 0.479949414730072, -0.3357684910297394, 0.394735038280487]","[0.3687275648117065, -0.1284384727478027, 0.3906210660934448, 0.2970472574234009]","[0.0780563354492187, 0.7736415863037109, -0.2522335052490234, 0.5198965072631836]","[0.0366519130766391, 0.0458148941397666, 0.0293215326964855, 0.0164933614432811]","[0.0207694191485643, 0.0006108650122769177, -0.0317649915814399, -0.0348193198442459]","[-0.0714712366461753, -0.0842994004487991, -0.0842994004487991, -0.0965167060494422]",2.2557206451892853,Normal
"[0.479949414730072, -0.3357684910297394, 0.394735038280487, -0.3957367241382599]","[-0.1284384727478027, 0.3906210660934448, 0.2970472574234009, 1.030614972114563]","[0.7736415863037109, -0.2522335052490234, 0.5198965072631836, -0.8476533889770508]","[0.0458148941397666, 0.0293215326964855, 0.0164933614432811, 0.0183259565383195]","[0.0006108650122769177, -0.0317649915814399, -0.0348193198442459, -0.0226020142436027]","[-0.0842994004487991, -0.0842994004487991, -0.0965167060494422, -0.0946841165423393]",1.926675260066986,Aggressive
"[-0.3357684910297394, 0.394735038280487, -0.3957367241382599, 0.0648195445537567]","[0.3906210660934448, 0.2970472574234009, 1.030614972114563, -0.1788110733032226]","[-0.2522335052490234, 0.5198965072631836, -0.8476533889770508, 0.8572988510131836]","[0.0293215326964855, 0.0164933614432811, 0.0183259565383195, -0.0012217300245538]","[-0.0317649915814399, -0.0348193198442459, -0.0226020142436027, 0.006108651868999]","[-0.0842994004487991, -0.0965167060494422, -0.0946841165423393, -0.0561996027827262]",1.5448300540447235,Aggressive
"[0.394735038280487, -0.3957367241382599, 0.0648195445537567, -0.2297769635915756]","[0.2970472574234009, 1.030614972114563, -0.1788110733032226, 0.0145749673247337]","[0.5198965072631836, -0.8476533889770508, 0.8572988510131836, 0.0959272384643554]","[0.0164933614432811, 0.0183259565383195, -0.0012217300245538, -0.0024434609804302]","[-0.0348193198442459, -0.0226020142436027, 0.006108651868999, 0.0091629782691597]","[-0.0965167060494422, -0.0946841165423393, -0.0561996027827262, -0.0024434609804302]",1.622936226427555,Aggressive
"[-0.3957367241382599, 0.0648195445537567, -0.2297769635915756, -0.0973578989505767]","[1.030614972114563, -0.1788110733032226, 0.0145749673247337, 1.0951054096221924]","[-0.8476533889770508, 0.8572988510131836, 0.0959272384643554, -0.276803970336914]","[0.0183259565383195, -0.0012217300245538, -0.0024434609804302, 0.0152716310694813]","[-0.0226020142436027, 0.006108651868999, 0.0091629782691597, -0.0103847095742821]","[-0.0946841165423393, -0.0561996027827262, -0.0024434609804302, -0.0091629782691597]",1.132200963795185,Aggressive
"[0.0648195445537567, -0.2297769635915756, -0.0973578989505767, 0.1434554159641266]","[-0.1788110733032226, 0.0145749673247337, 1.0951054096221924, 1.2828538417816162]","[0.8572988510131836, 0.0959272384643554, -0.276803970336914, 0.0237579345703125]","[-0.0012217300245538, -0.0024434609804302, 0.0152716310694813, 0.0342084541916847]","[0.006108651868999, 0.0091629782691597, -0.0103847095742821, -0.0036651920527219]","[-0.0561996027827262, -0.0024434609804302, -0.0091629782691597, -0.0067195179872214]",2.795043297111988,Aggressive
"[-0.2297769635915756, -0.0973578989505767, 0.1434554159641266, -0.0865893214941024]","[0.0145749673247337, 1.0951054096221924, 1.2828538417816162, -0.5468673706054688]","[0.0959272384643554, -0.276803970336914, 0.0237579345703125, 0.672175407409668]","[-0.0024434609804302, 0.0152716310694813, 0.0342084541916847, 0.0085521135479211]","[0.0091629782691597, -0.0103847095742821, -0.0036651920527219, -0.0201585534960031]","[-0.0024434609804302, -0.0091629782691597, -0.0067195179872214, -0.0152716310694813]",2.090454690158367,Aggressive
"[-0.0973578989505767, 0.1434554159641266, -0.0865893214941024, 0.0686887800693512]","[1.0951054096221924, 1.2828538417816162, -0.5468673706054688, -0.9629799127578736]","[-0.276803970336914, 0.0237579345703125, 0.672175407409668, 0.1936187744140625]","[0.0152716310694813, 0.0342084541916847, 0.0085521135479211, -0.0079412478953599]","[-0.0103847095742821, -0.0036651920527219, -0.0201585534960031, -0.0164933614432811]","[-0.0091629782691597, -0.0067195179872214, -0.0152716310694813, -0.0311541277915239]",1.5090570896863937,Aggressive
"[0.1434554159641266, -0.0865893214941024, 0.0686887800693512, 0.013615533709526]","[1.2828538417816162, -0.5468673706054688, -0.9629799127578736, -0.1757057905197143]","[0.0237579345703125, 0.672175407409668, 0.1936187744140625, -0.0182676315307617]","[0.0342084541916847, 0.0085521135479211, -0.0079412478953599, -0.0073303831741213]","[-0.0036651920527219, -0.0201585534960031, -0.0164933614432811, 0.0378736443817615]","[-0.0067195179872214, -0.0152716310694813, -0.0311541277915239, -0.0287106670439243]",0.6077556610107422,Aggressive
"[-0.0865893214941024, 0.0686887800693512, 0.013615533709526, -0.1910253316164016]","[-0.5468673706054688, -0.9629799127578736, -0.1757057905197143, 0.7783534526824951]","[0.672175407409668, 0.1936187744140625, -0.0182676315307617, 0.1728906631469726]","[0.0085521135479211, -0.0079412478953599, -0.0073303831741213, 0.0452040284872055]","[-0.0201585534960031, -0.0164933614432811, 0.0378736443817615, 0.0048869219608604]","[-0.0152716310694813, -0.0311541277915239, -0.0287106670439243, -0.0262672062963247]",-0.08209274709224701,Aggressive
"[0.0686887800693512, 0.013615533709526, -0.1910253316164016, 0.1032856702804565]","[-0.9629799127578736, -0.1757057905197143, 0.7783534526824951, -0.8265646696090698]","[0.1936187744140625, -0.0182676315307617, 0.1728906631469726, 0.0438003540039062]","[-0.0079412478953599, -0.0073303831741213, 0.0452040284872055, -0.0226020142436027]","[-0.0164933614432811, 0.0378736443817615, 0.0048869219608604, 0.0067195179872214]","[-0.0311541277915239, -0.0287106670439243, -0.0262672062963247, -0.0238237436860799]",-0.8002901077270508,Aggressive
"[0.013615533709526, -0.1910253316164016, 0.1032856702804565, -0.0767973288893699]","[-0.1757057905197143, 0.7783534526824951, -0.8265646696090698, 0.810875654220581]","[-0.0182676315307617, 0.1728906631469726, 0.0438003540039062, 0.1416444778442382]","[-0.0073303831741213, 0.0452040284872055, -0.0226020142436027, 0.0519235469400882]","[0.0378736443817615, 0.0048869219608604, 0.0067195179872214, 0.0433714315295219]","[-0.0287106670439243, -0.0262672062963247, -0.0238237436860799, -0.0293215326964855]",0.7761050537228583,Aggressive
"[-0.1910253316164016, 0.1032856702804565, -0.0767973288893699, 0.0560111515223979]","[0.7783534526824951, -0.8265646696090698, 0.810875654220581, -0.119675874710083]","[0.1728906631469726, 0.0438003540039062, 0.1416444778442382, -0.2279996871948242]","[0.0452040284872055, -0.0226020142436027, 0.0519235469400882, 0.0018325960263609]","[0.0048869219608604, 0.0067195179872214, 0.0433714315295219, 0.0048869219608604]","[-0.0262672062963247, -0.0238237436860799, -0.0293215326964855, -0.0378736443817615]",0.664798531681299,Aggressive
"[0.1032856702804565, -0.0767973288893699, 0.0560111515223979, 0.2169947028160095]","[-0.8265646696090698, 0.810875654220581, -0.119675874710083, 0.0454931259155273]","[0.0438003540039062, 0.1416444778442382, -0.2279996871948242, 0.9976606369018556]","[-0.0226020142436027, 0.0519235469400882, 0.0018325960263609, 0.0201585534960031]","[0.0067195179872214, 0.0433714315295219, 0.0048869219608604, -0.0012217300245538]","[-0.0238237436860799, -0.0293215326964855, -0.0378736443817615, -0.0384845100343227]",1.1647282131016252,Aggressive
"[-0.0767973288893699, 0.0560111515223979, 0.2169947028160095, 0.6404188275337219]","[0.810875654220581, -0.119675874710083, 0.0454931259155273, 0.1382839679718017]","[0.1416444778442382, -0.2279996871948242, 0.9976606369018556, 0.5689601898193359]","[0.0519235469400882, 0.0018325960263609, 0.0201585534960031, 0.0256563406437635]","[0.0433714315295219, 0.0048869219608604, -0.0012217300245538, 0.0293215326964855]","[-0.0293215326964855, -0.0378736443817615, -0.0384845100343227, -0.0415388382971286]",3.191869843751192,Aggressive
"[0.0560111515223979, 0.2169947028160095, 0.6404188275337219, -0.4546138048171997]","[-0.119675874710083, 0.0454931259155273, 0.1382839679718017, -0.1326959133148193]","[-0.2279996871948242, 0.9976606369018556, 0.5689601898193359, -0.1731414794921875]","[0.0018325960263609, 0.0201585534960031, 0.0256563406437635, 0.0226020142436027]","[0.0048869219608604, -0.0012217300245538, 0.0293215326964855, -0.0122173046693205]","[-0.0378736443817615, -0.0384845100343227, -0.0415388382971286, -0.0458148941397666]",1.555695842951536,Normal
"[0.2169947028160095, 0.6404188275337219, -0.4546138048171997, 0.2481769025325775]","[0.0454931259155273, 0.1382839679718017, -0.1326959133148193, -0.1795301437377929]","[0.9976606369018556, 0.5689601898193359, -0.1731414794921875, 0.3962125778198242]","[0.0201585534960031, 0.0256563406437635, 0.0226020142436027, 0.0201585534960031]","[-0.0012217300245538, 0.0293215326964855, -0.0122173046693205, 0.0274889357388019]","[-0.0384845100343227, -0.0415388382971286, -0.0458148941397666, -0.0549778714776039]",2.312219589948654,Normal
"[0.6404188275337219, -0.4546138048171997, 0.2481769025325775, -0.2558621764183044]","[0.1382839679718017, -0.1326959133148193, -0.1795301437377929, 0.1057100296020507]","[0.5689601898193359, -0.1731414794921875, 0.3962125778198242, -0.017155647277832]","[0.0256563406437635, 0.0226020142436027, 0.0201585534960031, 0.0360410511493682]","[0.0293215326964855, -0.0122173046693205, 0.0274889357388019, 0.0158824957907199]","[-0.0415388382971286, -0.0458148941397666, -0.0549778714776039, -0.0635299831628799]",0.8847633302211761,Normal
"[-0.4546138048171997, 0.2481769025325775, -0.2558621764183044, 0.578565776348114]","[-0.1326959133148193, -0.1795301437377929, 0.1057100296020507, 0.0584248304367065]","[-0.1731414794921875, 0.3962125778198242, -0.017155647277832, 1.061711311340332]","[0.0226020142436027, 0.0201585534960031, 0.0360410511493682, -0.0543670058250427]","[-0.0122173046693205, 0.0274889357388019, 0.0158824957907199, 0.0348193198442459]","[-0.0458148941397666, -0.0549778714776039, -0.0635299831628799, -0.0574213340878486]",1.2358022630214691,Normal
"[0.2481769025325775, -0.2558621764183044, 0.578565776348114, 0.7557902932167053]","[-0.1795301437377929, 0.1057100296020507, 0.0584248304367065, 3.55160140991211]","[0.3962125778198242, -0.017155647277832, 1.061711311340332, 2.15774917602539]","[0.0201585534960031, 0.0360410511493682, -0.0543670058250427, 0.0965167060494422]","[0.0274889357388019, 0.0158824957907199, 0.0348193198442459, 0.0042760567739605]","[-0.0549778714776039, -0.0635299831628799, -0.0574213340878486, -0.0861319974064827]",8.461394339799881,Aggressive
"[-0.2558621764183044, 0.578565776348114, 0.7557902932167053, 0.379566878080368]","[0.1057100296020507, 0.0584248304367065, 3.55160140991211, 1.9821504354476929]","[-0.017155647277832, 1.061711311340332, 2.15774917602539, 0.3871841430664062]","[0.0360410511493682, -0.0543670058250427, 0.0965167060494422, 0.047036625444889]","[0.0158824957907199, 0.0348193198442459, 0.0042760567739605, 0.0079412478953599]","[-0.0635299831628799, -0.0574213340878486, -0.0861319974064827, -0.087353728711605]",10.74543645977974,Aggressive
"[0.578565776348114, 0.7557902932167053, 0.379566878080368, -0.1624398827552795]","[0.0584248304367065, 3.55160140991211, 1.9821504354476929, 0.7924950122833252]","[1.061711311340332, 2.15774917602539, 0.3871841430664062, 1.4780845642089844]","[-0.0543670058250427, 0.0965167060494422, 0.047036625444889, 0.0103847095742821]","[0.0348193198442459, 0.0042760567739605, 0.0079412478953599, 0.0445931628346443]","[-0.0574213340878486, -0.0861319974064827, -0.087353728711605, -0.0720821022987365]",13.020883947610855,Aggressive
"[0.7557902932167053, 0.379566878080368, -0.1624398827552795, -0.5736541748046875]","[3.55160140991211, 1.9821504354476929, 0.7924950122833252, 0.0697658061981201]","[2.15774917602539, 0.3871841430664062, 1.4780845642089844, -0.4795141220092773]","[0.0965167060494422, 0.047036625444889, 0.0103847095742821, 0.006108651868999]","[0.0042760567739605, 0.0079412478953599, 0.0445931628346443, -0.0158824957907199]","[-0.0861319974064827, -0.087353728711605, -0.0720821022987365, -0.067195177078247]",10.338779538869858,Aggressive
"[0.379566878080368, -0.1624398827552795, -0.5736541748046875, -0.3163255155086517]","[1.9821504354476929, 0.7924950122833252, 0.0697658061981201, 0.8300015926361084]","[0.3871841430664062, 1.4780845642089844, -0.4795141220092773, -0.1224498748779296]","[0.047036625444889, 0.0103847095742821, 0.006108651868999, -0.0006108650122769177]","[0.0079412478953599, 0.0445931628346443, -0.0158824957907199, -0.0323758572340011]","[-0.087353728711605, -0.0720821022987365, -0.067195177078247, -0.0763581544160842]",4.264864861965179,Aggressive
"[-0.1624398827552795, -0.5736541748046875, -0.3163255155086517, 0.637211799621582]","[0.7924950122833252, 0.0697658061981201, 0.8300015926361084, -0.1619799137115478]","[1.4780845642089844, -0.4795141220092773, -0.1224498748779296, 1.006363868713379]","[0.0103847095742821, 0.006108651868999, -0.0006108650122769177, 0.0177150927484035]","[0.0445931628346443, -0.0158824957907199, -0.0323758572340011, 0.0073303831741213]","[-0.0720821022987365, -0.067195177078247, -0.0763581544160842, -0.0623082555830478]",2.9975591599941254,Aggressive
"[-0.5736541748046875, -0.3163255155086517, 0.637211799621582, 0.1620779633522033]","[0.0697658061981201, 0.8300015926361084, -0.1619799137115478, -0.5853826999664307]","[-0.4795141220092773, -0.1224498748779296, 1.006363868713379, 0.6779546737670898]","[0.006108651868999, -0.0006108650122769177, 0.0177150927484035, 0.0305432621389627]","[-0.0158824957907199, -0.0323758572340011, 0.0073303831741213, -0.0274889357388019]","[-0.067195177078247, -0.0763581544160842, -0.0623082555830478, -0.0659734457731247]",1.1440694034099579,Aggressive
"[-0.3163255155086517, 0.637211799621582, 0.1620779633522033, -0.6314659118652344]","[0.8300015926361084, -0.1619799137115478, -0.5853826999664307, 0.5288596153259277]","[-0.1224498748779296, 1.006363868713379, 0.6779546737670898, 0.2151069641113281]","[-0.0006108650122769177, 0.0177150927484035, 0.0305432621389627, 0.0287106670439243]","[-0.0323758572340011, 0.0073303831741213, -0.0274889357388019, -0.0134390350431203]","[-0.0763581544160842, -0.0623082555830478, -0.0659734457731247, -0.0342084541916847]",2.239972561597824,Aggressive
"[0.637211799621582, 0.1620779633522033, -0.6314659118652344, 0.0861317217350006]","[-0.1619799137115478, -0.5853826999664307, 0.5288596153259277, 0.1868250370025634]","[1.006363868713379, 0.6779546737670898, 0.2151069641113281, 1.002253532409668]","[0.0177150927484035, 0.0305432621389627, 0.0287106670439243, 0.0390953756868839]","[0.0073303831741213, -0.0274889357388019, -0.0134390350431203, 0.0030543259344995]","[-0.0623082555830478, -0.0659734457731247, -0.0342084541916847, -0.0293215326964855]",3.123956650495529,Aggressive
"[0.1620779633522033, -0.6314659118652344, 0.0861317217350006, 0.0149355381727218]","[-0.5853826999664307, 0.5288596153259277, 0.1868250370025634, 0.0998132824897766]","[0.6779546737670898, 0.2151069641113281, 1.002253532409668, -0.1198558807373046]","[0.0305432621389627, 0.0287106670439243, 0.0390953756868839, -0.0006108650122769177]","[-0.0274889357388019, -0.0134390350431203, 0.0030543259344995, 0.0018325960263609]","[-0.0659734457731247, -0.0342084541916847, -0.0293215326964855, 0.0006108650122769177]",1.6372538357973097,Aggressive
"[-0.6314659118652344, 0.0861317217350006, 0.0149355381727218, 0.2336784154176712]","[0.5288596153259277, 0.1868250370025634, 0.0998132824897766, 1.8042041063308716]","[0.2151069641113281, 1.002253532409668, -0.1198558807373046, 0.2276906967163086]","[0.0287106670439243, 0.0390953756868839, -0.0006108650122769177, 0.0067195179872214]","[-0.0134390350431203, 0.0030543259344995, 0.0018325960263609, -0.0287106670439243]","[-0.0342084541916847, -0.0293215326964855, 0.0006108650122769177, -0.0085521135479211]",3.6481771171092987,Aggressive
"[0.0861317217350006, 0.0149355381727218, 0.2336784154176712, -0.0073857312090694]","[0.1868250370025634, 0.0998132824897766, 1.8042041063308716, 0.454891562461853]","[1.002253532409668, -0.1198558807373046, 0.2276906967163086, 0.1101484298706054]","[0.0390953756868839, -0.0006108650122769177, 0.0067195179872214, 0.0054977871477603]","[0.0030543259344995, 0.0018325960263609, -0.0287106670439243, -0.0109955742955207]","[-0.0293215326964855, 0.0006108650122769177, -0.0085521135479211, -0.0079412478953599]",4.093330710660666,Aggressive
"[0.0149355381727218, 0.2336784154176712, -0.0073857312090694, 0.077068418264389]","[0.0998132824897766, 1.8042041063308716, 0.454891562461853, 0.3028297424316406]","[-0.1198558807373046, 0.2276906967163086, 0.1101484298706054, 0.3051166534423828]","[-0.0006108650122769177, 0.0067195179872214, 0.0054977871477603, 0.0054977871477603]","[0.0018325960263609, -0.0287106670439243, -0.0109955742955207, -0.0018325960263609]","[0.0006108650122769177, -0.0085521135479211, -0.0079412478953599, -0.0213802829384803]",3.5031352336518466,Aggressive
"[0.2336784154176712, -0.0073857312090694, 0.077068418264389, -0.108501061797142]","[1.8042041063308716, 0.454891562461853, 0.3028297424316406, 0.3944153785705566]","[0.2276906967163086, 0.1101484298706054, 0.3051166534423828, 0.1643037796020507]","[0.0067195179872214, 0.0054977871477603, 0.0054977871477603, 0.0134390350431203]","[-0.0287106670439243, -0.0109955742955207, -0.0018325960263609, 0.0128281703218817]","[-0.0085521135479211, -0.0079412478953599, -0.0213802829384803, -0.0207694191485643]",3.9584603901021183,Aggressive
"[-0.0073857312090694, 0.077068418264389, -0.108501061797142, 0.5027675628662109]","[0.454891562461853, 0.3028297424316406, 0.3944153785705566, 0.0602705478668212]","[0.1101484298706054, 0.3051166534423828, 0.1643037796020507, 0.5412254333496094]","[0.0054977871477603, 0.0054977871477603, 0.0134390350431203, 0.0201585534960031]","[-0.0109955742955207, -0.0018325960263609, 0.0128281703218817, 0.0183259565383195]","[-0.0079412478953599, -0.0213802829384803, -0.0207694191485643, -0.0018325960263609]",2.7971507157199085,Normal
"[0.077068418264389, -0.108501061797142, 0.5027675628662109, 0.2499725222587585]","[0.3028297424316406, 0.3944153785705566, 0.0602705478668212, -1.1659847497940063]","[0.3051166534423828, 0.1643037796020507, 0.5412254333496094, 0.4104299545288086]","[0.0054977871477603, 0.0134390350431203, 0.0201585534960031, -0.0134390350431203]","[-0.0018325960263609, 0.0128281703218817, 0.0183259565383195, 0.0238237436860799]","[-0.0213802829384803, -0.0207694191485643, -0.0018325960263609, -0.0079412478953599]",1.7339141815900803,Aggressive
"[-0.108501061797142, 0.5027675628662109, 0.2499725222587585, -0.1320818662643432]","[0.3944153785705566, 0.0602705478668212, -1.1659847497940063, 0.8099918365478516]","[0.1643037796020507, 0.5412254333496094, 0.4104299545288086, -0.1382122039794922]","[0.0134390350431203, 0.0201585534960031, -0.0134390350431203, 0.0439822971820831]","[0.0128281703218817, 0.0183259565383195, 0.0238237436860799, 0.0274889357388019]","[-0.0207694191485643, -0.0018325960263609, -0.0079412478953599, -0.0116064399480819]",1.5885971337556837,Aggressive
"[0.5027675628662109, 0.2499725222587585, -0.1320818662643432, 0.0860503166913986]","[0.0602705478668212, -1.1659847497940063, 0.8099918365478516, -0.4981112480163574]","[0.5412254333496094, 0.4104299545288086, -0.1382122039794922, 0.197214126586914]","[0.0201585534960031, -0.0134390350431203, 0.0439822971820831, -0.006108651868999]","[0.0183259565383195, 0.0238237436860799, 0.0274889357388019, 0.0024434609804302]","[-0.0018325960263609, -0.0079412478953599, -0.0116064399480819, -0.0103847095742821]",0.9235322326421738,Aggressive
"[0.2499725222587585, -0.1320818662643432, 0.0860503166913986, -0.1487236320972442]","[-1.1659847497940063, 0.8099918365478516, -0.4981112480163574, -0.6328341960906982]","[0.4104299545288086, -0.1382122039794922, 0.197214126586914, -0.1778621673583984]","[-0.0134390350431203, 0.0439822971820831, -0.006108651868999, 0.0280998013913631]","[0.0238237436860799, 0.0274889357388019, 0.0024434609804302, 0.0091629782691597]","[-0.0079412478953599, -0.0116064399480819, -0.0103847095742821, -0.0122173046693205]",-1.1401513069868088,Aggressive
