sensor_data,label
$$$0.569432945839446/0.44264098200820545/0.990098421333628/0.6050052349132502/0.7117479107307875/0.3049132429453375 $$$0.06272948002680954/0.6748825170216685/0.4824681239950277/0.6422723114752317/0.8457685234541962/0.3604688063434638 $$$-0.009901578666372004/0.570729366085756/0.24300672522235514/0.8286077226937568/0.3303046114376435/0.17528361383854588 $$$0.5279495393357869/0.4565917230132232/0.15489834339368933/-0.009901578666372004/-0.009901578666372004/0.4715799049064617,Aggressive
$$$0.5657398485380276/0.438947884706787/0.9864053240322096/0.6013121376118318/0.708054813429369/0.301220145643919 $$$0.059036382725391114/0.67118941972025/0.4787750266936092/0.6385792141738132/0.8420754261527778/0.3567757090420453 $$$-0.013594675967790449/0.5670362687843375/0.2393136279209367/0.8249146253923384/0.326611514136225/0.17159051653712742 $$$0.5242564420343685/0.4528986257118047/0.15120524609227087/-0.013594675967790449/-0.013594675967790449/0.4678868076050432,Aggressive
$$$0.07522852100229353/0.6873815579971524/0.49496716497051163/0.6547713524507156/0.8582675644296801/0.3729678473189477 $$$0.002597462309111979/0.5832284070612399/0.2555057661978391/0.8411067636692408/0.34280365241312744/0.18778265481402986 $$$0.5404485803112709/0.46909076398870714/0.1673973843691733/0.002597462309111979/0.002597462309111979/0.4840789458819456 $$$0.8873283057709778/0.535357279626294/0.7074798103857061/1.002597462309112/0.7551747914568588/0.5766715315469341,Aggressive
$$$0.08632581682698294/0.6984788538218418/0.5060644607952011/0.665868648275405/0.8693648602543695/0.3840651431436371 $$$0.013694758133801381/0.5943257028859293/0.2666030620225285/0.8522040594939302/0.3539009482378168/0.19887995063871927 $$$0.5515458761359603/0.4801880598133965/0.17849468019386272/0.013694758133801381/0.013694758133801381/0.495176241706635 $$$0.8984256015956672/0.5464545754509834/0.7185771062103955/1.0136947581338014/0.7662720872815483/0.5877688273716235,Aggressive
$$$-0.0082664852723306/0.5723644594797973/0.24464181861639656/0.8302428160877982/0.3319397048316849/0.1769187072325873 $$$0.5295846327298283/0.4582268164072646/0.15653343678773074/-0.0082664852723306/-0.0082664852723306/0.47321499830050306 $$$0.8764643581895352/0.5244933320448514/0.6966158628042635/0.9917335147276694/0.7443108438754162/0.5658075839654915 $$$0.28731534735604736/0.5552702177637384/0.5355498075733948/0.4886279036090668/0.496888157305681/0.3065483363393789,Aggressive
$$$0.004611819422970874/0.5852427641750988/0.257520123311698/0.8431211207830996/0.3448180095269863/0.18979701192788875 $$$0.5424629374251297/0.471105121102566/0.1694117414830322/0.004611819422970874/0.004611819422970874/0.4860933029958045 $$$0.8893426628848367/0.5373716367401529/0.709494167499565/1.004611819422971/0.7571891485707177/0.578685888660793 $$$0.3001936520513488/0.5681485224590399/0.5484281122686963/0.5015062083043683/0.5097664620009824/0.3194266410346803,Aggressive
$$$0.516625665725827/0.09684450968714718/0.8742973961603264/0.1558474700510722/0.4565131535561858/0.8137249360546974 $$$0.40692976622451543/1.0035983589062454/0.25820279590917544/1.0035983589062454/0.0035983589062453004/0.6618262209318753 $$$0.6383311859286152/0.5064251572968722/0.7405008285588196/0.4638059550438797/0.3578584486536601/0.6998008900632408 $$$0.8688021812079082/0.4735830461103686/0.49424611947552116/0.5087886527280345/0.5372306406285708/0.9276490013448342,Aggressive
$$$0.5103477497086176/0.09056659366993776/0.868019480143117/0.14956955403386277/0.4502352375389763/0.807447020037488 $$$0.4006518502073059/0.9973204428890359/0.25192487989196594/0.9973204428890359/-0.002679557110964133/0.6555483049146659 $$$0.6320532699114058/0.5001472412796628/0.7342229125416102/0.4575280390266702/0.3515805326364506/0.6935229740460314 $$$0.8625242651906988/0.4673051300931591/0.48796820345831166/0.5025107367108251/0.5309527246113614/0.9213710853276248,Aggressive
$$$0.502759332752707/0.680226257746682/0.676888568599518/0.9996691795205644/0.022925008315979895/0.8073614748086164 $$$0.5207450774250331/0.3213115227538373/0.20823731901872325/-0.0003308204794355944/0.9996691795205644/0.8265922716670461 $$$0.18988527847689257/0.6686326319010352/0.48057433949938233/0.9996691795205644/0.15470794360809492/0.5765922753319398 $$$0.7587848811333693/0.48192373982614256/0.43346653577845673/0.7299323364914638/0.038428870542447036/0.5765922753319398,Aggressive
$$$0.5029451542130227/0.6804120792069976/0.6770743900598336/0.99985500098088/0.023110829776295607/0.8075472962689321 $$$0.5209308988853487/0.32149734421415305/0.20842314047903895/-0.00014499901911988258/0.99985500098088/0.8267780931273617 $$$0.19007109993720825/0.6688184533613508/0.4807601609596981/0.99985500098088/0.1548937650684106/0.5767780967922554 $$$0.7589707025936849/0.4821095612864583/0.4336523572387725/0.7301181579517795/0.03861469200276274/0.5767780967922554,Aggressive
$$$0.5283832763949342/0.3289497217237385/0.21587551798862442/0.00730737849046559/1.0073073784904656/0.8342304706369472 $$$0.19752347744679374/0.6762708308709363/0.48821253846928353/1.0073073784904656/0.1623461425779961/0.5842304743018409 $$$0.7664230801032704/0.48956193879604376/0.44110473474835793/0.737570535461365/0.046067069512348215/0.5842304743018409 $$$0.9191846878169654/0.4594581527580876/0.8835953364566512/0.73099159112841/0.3328887770172617/0.37269200571550687,Aggressive
$$$0.5307626073331052/0.33132905266190943/0.2182548489267954/0.009686709428636562/1.0096867094286366/0.8366098015751182 $$$0.19990280838496471/0.6786501618091073/0.4905918694074545/1.0096867094286366/0.16472547351616706/0.5866098052400119 $$$0.7688024110414414/0.4919412697342147/0.44348406568652887/0.739949866399536/0.048446400450519185/0.5866098052400119 $$$0.9215640187551364/0.46183748369625854/0.8859746673948222/0.7333709220665809/0.33526810795543266/0.3750713366536778,Aggressive
$$$0.5573766628223624/0.738761608652293/0.6009522726221487/0.7571469976294725/0.09996446091613839/0.6890553674299342 $$$0.9542493270334849/0.5476640776189542/0.7610450933125699/0.6197424178321636/0.009055378407024245/0.14238872393712423 $$$0.4670020864517988/0.40655279303969644/0.48622348154548095/0.33729965729730566/0.29693415123585376/0.022388721091212014 $$$0.5297103490827395/0.009055378407024245/0.6874713823799197/0.009055378407024245/0.9181462727979739/0.009055378407024245,Aggressive
$$$0.5486459677077566/0.7300309135376872/0.5922215775075429/0.7484163025148667/0.09123376580153253/0.6803246723153284 $$$0.9455186319188791/0.5389333825043484/0.7523143981979641/0.6110117227175578/0.0003246832924183882/0.13365802882251837 $$$0.45827139133719297/0.3978220979250906/0.4774927864308751/0.3285689621826998/0.2882034561212479/0.013658025976606158 $$$0.5209796539681337/0.0003246832924183882/0.6787406872653139/0.0003246832924183882/0.9094155776833681/0.0003246832924183882,Aggressive
$$$0.9515132581041126/0.5449280086895819/0.7583090243831976/0.6170063489027913/0.0063193094776519045/0.1396526550077519 $$$0.46426601752242647/0.4038167241103241/0.4834874126161086/0.3345635883679333/0.2941980823064814/0.019652652161839673 $$$0.5269742801533672/0.0063193094776519045/0.6847353134505474/0.0063193094776519045/0.9154102038686016/0.0063193094776519045 $$$0.0063193094776519045/1.006319309477652/0.4950491591218556/1.006319309477652/0.40025869733581265/0.03298591353424974,Aggressive
$$$0.9405624473415848/0.5339771979270541/0.7473582136206698/0.6060555381402635/-0.004631501284875888/0.12870184424522407 $$$0.45331520675989867/0.3928659133477963/0.4725366018535808/0.3236127776054055/0.2832472715439536/0.00870184139931188 $$$0.5160234693908394/-0.004631501284875888/0.6737845026880196/-0.004631501284875888/0.9044593931060738/-0.004631501284875888 $$$-0.004631501284875888/0.9953684987151241/0.4840983483593278/0.9953684987151241/0.38930788657328486/0.022035102771721944,Aggressive
$$$0.4541153735499968/0.39366608013789445/0.47333676864367896/0.32441294439550367/0.28404743833405177/0.009502008189410056 $$$0.5168236361809376/-0.0038313344947777115/0.6745846694781178/-0.0038313344947777115/0.905259559896172/-0.0038313344947777115 $$$-0.0038313344947777115/0.9961686655052223/0.48489851514942595/0.9961686655052223/0.390108053363383/0.022835269561820123 $$$0.4822390934843828/0.1833500807137186/0.16131255227770214/0.0648709554038767/0.7840474498840199/0.009502008189410056,Aggressive
$$$0.4704381078499708/0.40998881443786844/0.48965950294365296/0.34073567869547766/0.30037017263402577/0.025824742489384017 $$$0.5331463704809115/0.012491399805196247/0.6909074037780917/0.012491399805196247/0.9215822941961459/0.012491399805196247 $$$0.012491399805196247/1.0124913998051963/0.5012212494493999/1.0124913998051963/0.406430787663357/0.039158003861794084 $$$0.4985618277843568/0.19967281501369255/0.17763528657767608/0.08119368970385066/0.8003701841839937/0.025824742489384017,Aggressive
$$$0.5116171221403651/-0.009037848535350142/0.6693781554375453/-0.009037848535350142/0.9000530458555995/-0.009037848535350142 $$$-0.009037848535350142/0.9909621514646498/0.4796920011088535/0.9909621514646498/0.38490153932281057/0.017628755521247694 $$$0.4770325794438104/0.17814356667314618/0.1561060382371297/0.059664441363304274/0.7788409358434474/0.004295494148837627 $$$0.380105474359573/0.6466042093735953/0.9909621514646498/0.7924888747077086/0.8849015667539847/0.16429544373553545,Aggressive
$$$0.5232173417511863/0.002562371075470927/0.6809783750483664/0.002562371075470927/0.9116532654664207/0.002562371075470927 $$$0.002562371075470927/1.0025623710754707/0.49129222071967465/1.0025623710754707/0.3965017589336317/0.029228975132068763 $$$0.48863279905463153/0.18974378628396724/0.16770625784795076/0.07126466097412534/0.7904411554542685/0.015895713759658696 $$$0.3917056939703941/0.6582044289844164/1.0025623710754707/0.8040890943185297/0.8965017863648058/0.1758956633463565,Aggressive
$$$-0.00037226662237647805/0.9996277333776236/0.4883575830218272/0.9996277333776236/0.39356712123578425/0.026294337434221354 $$$0.48569816135678406/0.18680914858611986/0.16477162015010338/0.06833002327627793/0.7875065177564211/0.01296107606181129 $$$0.38877105627254666/0.655269791286569/0.9996277333776236/0.8011544566206823/0.8935671486669584/0.17296102564850913 $$$0.3555529583989242/0.40917613142503517/-0.00037226662237647805/0.6332155283435572/0.9996277333776236/0.0929610508551602,Aggressive
$$$-0.0010117682331886573/0.9989882317668114/0.487718081411015/0.9989882317668114/0.3929276196249721/0.025654835823409175 $$$0.4850586597459719/0.18616964697530766/0.1641321185392912/0.06769052166546576/0.7868670161456089/0.012321574450999111 $$$0.3881315546617345/0.6546302896757569/0.9989882317668114/0.8005149550098701/0.8929276470561462/0.17232152403769693 $$$0.35491345678811204/0.408536629814223/-0.0010117682331886573/0.632576026732745/0.9989882317668114/0.09232154924434802,Aggressive
$$$0.2153219209561308/0.40287173989265257/0.26784084126433094/0.48912967668897106/0.12769017591329562/0.9345892139910017 $$$0.23892650964569206/0.48810497548792225/0.19407154126475548/0.4321676429446106/0.2599215793099942/0.9258935657078341 $$$0.995458785116562/0.7496472209746362/0.995458785116562/0.8878638550034529/0.7144670166736783/0.995458785116562 $$$-0.0045412148834379565/0.995458785116562/-0.0045412148834379565/0.4764714435505274/-0.0045412148834379565/0.6389370431040936,Aggressive
$$$0.2246426843011912/0.4121925032377129/0.27716160460939127/0.4984504400340314/0.137010939258356/0.9439099773360621 $$$0.24824727299075244/0.4974257388329826/0.20339230460981586/0.4414884062896709/0.26924234265505453/0.9352143290528945 $$$1.0047795484616224/0.7589679843196966/1.0047795484616224/0.8971846183485133/0.7237877800187387/1.0047795484616224 $$$0.004779548461622419/1.0047795484616224/0.004779548461622419/0.4857922068955877/0.004779548461622419/0.648257806449154,Aggressive
$$$0.23385217924441629/0.4830306450866465/0.1889972108634797/0.4270933125433348/0.25484724890871846/0.9208192353065583 $$$0.9903844547152862/0.7445728905733604/0.9903844547152862/0.8827895246021771/0.7093926862724025/0.9903844547152862 $$$-0.009615545284713721/0.9903844547152862/-0.009615545284713721/0.47139711314925165/-0.009615545284713721/0.6338627127028178 $$$0.4583757778153926/0.6897193037019795/0.8802598351964437/0.6929160980863226/0.36228526023104696/0.5121235770803745,Aggressive
$$$0.23391358334516002/0.4830920491873902/0.18905861496422344/0.4271547166440785/0.25490865300946214/0.920880639407302 $$$0.99044585881603/0.7446342946741041/0.99044585881603/0.8828509287029208/0.7094540903731462/0.99044585881603 $$$-0.009554141183970005/0.99044585881603/-0.009554141183970005/0.4714585172499953/-0.009554141183970005/0.6339241168035615 $$$0.4584371819161363/0.6897807078027233/0.8803212392971874/0.6929775021870663/0.36234666433179064/0.5121849811811182,Aggressive
$$$1.0057037394994794/0.7598921753575536/1.0057037394994794/0.8981088093863703/0.7247119710565957/1.0057037394994794 $$$0.005703739499479473/1.0057037394994794/0.005703739499479473/0.48671639793344484/0.005703739499479473/0.649181997487011 $$$0.4736950625995858/0.7050385884861727/0.8955791199806369/0.7082353828705158/0.37760454501524016/0.5274428618645677 $$$0.07382001568226318/0.10624707068954799/0.24067287648118665/0.22089361902437837/0.22884422406893237/0.3448341451735479,Aggressive
$$$0.997454855104215/0.7516432909622892/0.997454855104215/0.8898599249911059/0.7164630866613313/0.997454855104215 $$$-0.0025451448957849072/0.997454855104215/-0.0025451448957849072/0.47846751353818046/-0.0025451448957849072/0.6409331130917466 $$$0.46544617820432144/0.6967897040909083/0.8873302355853725/0.6999864984752514/0.36935566061997577/0.5191939774693033 $$$0.06557113128699879/0.09799818629428361/0.23242399208592227/0.21264473462911399/0.22059533967366798/0.3365852607782835,Aggressive
$$$0.009759590978119547/1.0097595909781196/0.009759590978119547/0.4907722494120849/0.009759590978119547/0.6532378489656511 $$$0.4777509140782259/0.7090944399648128/0.899634971459277/0.7122912343491559/0.3816603964938802/0.5314987133432078 $$$0.07787586716090325/0.11030292216818806/0.24472872795982673/0.22494947050301844/0.23290007554757244/0.34888999665218795 $$$0.15303854687691304/0.6611792847950737/0.4250051578685113/1.0097595909781196/0.365131478944271/0.2619334674197699,Aggressive
$$$0.009846681527651661/1.0098466815276517/0.009846681527651661/0.49085933996161696/0.009846681527651661/0.6533249395151832 $$$0.47783800462775794/0.709181530514345/0.8997220620088091/0.712378324898688/0.38174748704341227/0.5315858038927399 $$$0.07796295771043538/0.11039001271772018/0.24481581850935885/0.22503656105255057/0.23298716609710457/0.34897708720172 $$$0.15312563742644517/0.6612663753446059/0.42509224841804333/1.0098466815276517/0.36521856949380305/0.26202055796930196,Aggressive
$$$0.8379433877134496/0.0035608799014269985/0.6092810642610075/0.387122536638102/0.8345468080968295/0.12529999062309888 $$$0.2853064183216882/0.38138696445464054/0.3264598629092488/0.435067746096051/1.003560879901427/0.16877822930100436 $$$0.5975264936570485/1.003560879901427/0.3057432086707237/0.9282184055651774/0.538772139492423/0.09921301559870319 $$$0.6016139602158324/0.24787103577708605/0.11075657553359633/0.0035608799014269985/0.9753918464608136/0.0035608799014269985,Aggressive
$$$0.8410533701278752/0.0066708623158525295/0.6123910466754331/0.3902325190525275/0.8376567905112551/0.12840997303752444 $$$0.2884164007361137/0.38449694686906605/0.3295698453236743/0.4381777285104765/1.0066708623158527/0.1718882117154299 $$$0.6006364760714741/1.0066708623158527/0.3088531910851492/0.931328387979603/0.5418821219068486/0.10232299801312872 $$$0.604723942630258/0.2509810181915116/0.11386655794802185/0.0066708623158525295/0.9785018288752392/0.0066708623158525295,Aggressive
$$$0.819044537877387/0.2421528776623571/0.8874070080218026/0.6879731904385723/0.35999104050994696/0.6653023876692695 $$$0.18103992517264023/0.001016664088188117/0.3419805707150462/0.001016664088188117/0.6676833437855879/0.5367309601090525 $$$0.6878935825586355/0.15725939376016104/0.001016664088188117/0.7401471115517446/0.372811548412611/0.49387378854906044 $$$0.001016664088188117/1.0010166640881881/1.0010166640881881/0.9749296902742474/0.001016664088188117/0.4153023944755007,Aggressive
$$$0.8245810064173063/0.24768934620227642/0.8929434765617219/0.6935096589784916/0.36552750904986625/0.6708388562091888 $$$0.18657639371255955/0.0065531326281074356/0.34751703925496547/0.0065531326281074356/0.6732198123255072/0.5422674286489718 $$$0.6934300510985548/0.16279586230008036/0.0065531326281074356/0.7456835800916639/0.3783480169525303/0.49941025708897974 $$$0.0065531326281074356/1.0065531326281074/1.0065531326281074/0.9804661588141667/0.0065531326281074356/0.42083886301542,Aggressive
$$$0.17059936769053347/-0.009423893393918623/0.3315400132329394/-0.009423893393918623/0.6572427863034812/0.5262904026269458 $$$0.6774530250765288/0.1468188362780543/-0.009423893393918623/0.7297065540696379/0.36237099093050423/0.4834332310669537 $$$-0.009423893393918623/0.9905761066060814/0.9905761066060814/0.9644891327921407/-0.009423893393918623/0.40486183699339395 $$$0.939488144236065/0.4279187801259274/0.042540682612541424/0.5644891593068498/0.8239094464547814/0.14771898187295984,Aggressive
$$$0.1862435911686192/0.006220330084167105/0.34718423671102516/0.006220330084167105/0.6728870097815669/0.5419346261050315 $$$0.6930972485546145/0.16246305975614/0.006220330084167105/0.7453507775477236/0.37801521440859/0.4990774545450395 $$$0.006220330084167105/1.0062203300841672/1.0062203300841672/0.9801333562702264/0.006220330084167105/0.4205060604714797 $$$0.9551323677141507/0.44356300360401313/0.05818490609062715/0.5801333827849355/0.8395536699328671/0.16336320535104554,Aggressive
$$$0.6788445347687525/0.148210345970278/-0.008032383701694942/0.7310980637618616/0.3637625006227279/0.48482474075917736 $$$-0.008032383701694942/0.9919676162983051/0.9919676162983051/0.9658806424843643/-0.008032383701694942/0.40625334668561763 $$$0.9408796539282887/0.42931028981815106/0.043932192304765104/0.5658806689990735/0.825300956147005/0.14911049156518352 $$$0.48844363637077454/0.4100013620654992/0.4940150678745346/0.6441415374114774/0.47914711450379716/0.12053904385852214,Aggressive
$$$0.6877054789816378/0.15707129018316335/0.0008285605111904171/0.7399590079747469/0.37262344483561327/0.4936856849720627 $$$0.0008285605111904171/1.0008285605111904/1.0008285605111904/0.9747415866972496/0.0008285605111904171/0.415114290898503 $$$0.949740598141174/0.4381712340310364/0.05279313651765046/0.5747416132119588/0.8341619003598904/0.15797143577806888 $$$0.4973045805836599/0.41886230627838456/0.5028760120874199/0.6530024816243627/0.4880080587166825/0.1293999880714075,Aggressive
$$$-0.0018946673346388315/0.9981053326653612/0.9981053326653612/0.9720183588514204/-0.0018946673346388315/0.41239106305267376 $$$0.9470173702953447/0.4354480061852072/0.05006990867182121/0.5720183853661296/0.8314386725140611/0.15524820793223962 $$$0.49458135273783066/0.4161390784325553/0.5001527842415907/0.6502792537785335/0.4852848308708533/0.12667676022557825 $$$0.5580717901605482/0.2532347089280624/0.23394264154685973/0.26767054976846216/0.9468232863951304/0.03381964229868788,Aggressive
$$$0.012093263019273734/1.0120932630192738/1.0120932630192738/0.986006289205333/0.012093263019273734/0.42637899340658636 $$$0.9610053006492573/0.4494359365391198/0.06405783902573378/0.5860063157200421/0.8454266028679737/0.16923613828615217 $$$0.5085692830917432/0.4301270087864679/0.5141407145955033/0.664267184132446/0.4992727612247659/0.1406646905794908 $$$0.5720597205144607/0.267222639281975/0.24793057190077228/0.28165848012237477/0.9608112167490429/0.047807572652600445,Aggressive
$$$0.16139983831943933/0.6581024621466055/0.49294379802958876/0.4004039349363094/0.51836828258313/0.23451959604165534 $$$0.28616864086012006/0.539842006142963/0.6329115084021506/0.4292500862452291/1.0061731710619233/0.5731022949005271 $$$0.6909163490800154/0.006173171061923296/0.4474985384963954/0.044634706140482934/0.9208073346355817/0.5258581912434005 $$$0.6900177478551948/0.8586386804527928/0.887589996552392/1.0061731710619233/0.51836828258313/0.6282203958260222,Aggressive
$$$0.16702504544258998/0.6637276692697562/0.49856900515273944/0.40602914205946006/0.5239934897062807/0.240144803164806 $$$0.29179384798327074/0.5454672132661137/0.6385367155253013/0.43487529336837977/1.0117983781850741/0.5787275020236778 $$$0.6965415562031662/0.011798378185073958/0.4531237456195461/0.05025991326363359/0.9264325417587325/0.5314833983665512 $$$0.6956429549783455/0.8642638875759435/0.8932152036755427/1.0117983781850741/0.5239934897062807/0.6338456029491729,Aggressive
$$$0.5730669676568902/-0.0004533699967670876/0.6441051309914451/0.19159960492018963/0.7015668394900808/0.006899576372693222 $$$0.7197842195938112/0.017783205009338443/0.7999112948156375/0.5492154913372803/0.8833850311082353/0.051017164907346875 $$$0.5221709184718181/0.7310997103760735/-0.0004533699967670876/0.999546630003233/0.4389405763971528/0.058370111276807184 $$$0.999546630003233/0.999546630003233/0.33803477167429813/-0.0004533699967670876/0.2571224001789553/-0.0004533699967670876,Aggressive
$$$0.5613992207628842/-0.0121211168907731/0.632437384097439/0.17993185802618364/0.6898990925960747/-0.004768170521312791 $$$0.7081164726998052/0.00611545811533243/0.7882435479216314/0.5375477444432742/0.8717172842142292/0.03934941801334086 $$$0.510503171577812/0.7194319634820674/-0.0121211168907731/0.9878788831092269/0.42727282950314677/0.04670236438280117 $$$0.9878788831092269/0.9878788831092269/0.3263670247802921/-0.0121211168907731/0.2454546532849493/-0.0121211168907731,Aggressive
$$$0.7123258065822422/0.01032479199776952/0.7924528818040685/0.5417570783257113/0.8759266180966663/0.04355875189577795 $$$0.514712505460249/0.7236412973645044/-0.007911783008336011/0.9920882169916639/0.4314821633855839/0.05091169826523826 $$$0.9920882169916639/0.9920882169916639/0.3305763586627292/-0.007911783008336011/0.24966398716738641/-0.007911783008336011 $$$0.5727366042827251/0.2796683107816692/0.9920882169916639/0.1973862286653625/0.34057307527648517/0.315617588201593,Aggressive
$$$0.7254374553965556/0.02343644081208277/0.8055645306183818/0.5548687271400247/0.8890382669109796/0.056670400710091204 $$$0.5278241542745624/0.7367529461788178/0.00519986580597724/1.005199865805977/0.44459381219989713/0.06402334707955151 $$$1.005199865805977/1.005199865805977/0.3436880074770425/0.00519986580597724/0.2627756359816997/0.00519986580597724 $$$0.5858482530970385/0.29277995959598246/1.005199865805977/0.21049787747967574/0.35368472409079843/0.3287292370159063,Aggressive
$$$0.5187920360634649/0.7277208279677203/-0.0038322524051202225/0.9961677475948798/0.4355616939887997/0.05499122886845405 $$$0.9961677475948798/0.9961677475948798/0.33465588926594503/-0.0038322524051202225/0.2537435177706022/-0.0038322524051202225 $$$0.576816134885941/0.283747841384885/0.9961677475948798/0.2014657592685783/0.344652605879701/0.31969711880480883 $$$0.36759706481289184/0.6692684511687618/0.5233486778110981/0.2279558176370708/-0.0038322524051202225/0.23146185205339329,Aggressive
$$$0.5272007473054159/0.7361295392096713/0.0045764588368308375/1.0045764588368309/0.44397040523075076/0.0633999401104051 $$$1.0045764588368309/1.0045764588368309/0.3430646005078961/0.0045764588368308375/0.2621522290125533/0.0045764588368308375 $$$0.5852248461278919/0.2921565526268361/1.0045764588368309/0.20987447051052935/0.35306131712165206/0.3281058300467599 $$$0.3760057760548429/0.6776771624107127/0.531757389053049/0.23636452887902185/0.0045764588368308375/0.23987056329534434,Aggressive
$$$0.43938970405328776/0.8957623866153689/0.5326565407913582/0.9901281870639254/0.7752521644192684/0.778948058899583 $$$0.499568563284978/0.2591377777507944/0.7240718890572444/0.2962506341385661/0.6512852166473831/0.7851592433174486 $$$0.7711296868690347/0.742956605671124/0.5842302313962003/0.8064547125963007/0.9901281870639254/0.7292586214348149 $$$0.5014280473137672/-0.009871812936074668/0.15974377562891012/-0.009871812936074668/0.196739766683734/0.778948058899583,Aggressive
$$$0.4488275400077019/0.905200222569783/0.5420943767457723/0.9995660230183395/0.7846900003736825/0.7883858948539971 $$$0.5090063992393922/0.26857561370520855/0.7335097250116586/0.3056884700929803/0.6607230526017973/0.7945970792718627 $$$0.7805675228234489/0.7523944416255381/0.5936680673506145/0.8158925485507149/0.9995660230183395/0.7386964573892291 $$$0.5108658832681814/-0.00043397698166049246/0.16918161158332432/-0.00043397698166049246/0.2061776026381482/0.7883858948539971,Aggressive
$$$0.4998062002051928/0.25937541467100916/0.7243095259774592/0.2964882710587809/0.651522853567598/0.7853968802376634 $$$0.7713673237892495/0.7431942425913388/0.5844678683164152/0.8066923495165156/0.9903658239841402/0.7294962583550297 $$$0.5016656842339821/-0.009634176015859848/0.15998141254912496/-0.009634176015859848/0.19697740360394883/0.7791856958197978 $$$0.16378585643743288/0.2067024143786579/0.6930829489866573/0.7046515441963689/0.511026994546086/0.6798068019511834,Aggressive
$$$0.5228250559618227/0.2823942704276391/0.7473283817340891/0.3195071268154108/0.6745417093242279/0.8084157359942933 $$$0.7943861795458794/0.7662130983479687/0.607486724073045/0.8297112052731455/1.01338467974077/0.7525151141116596 $$$0.5246845399906119/0.013384679740770029/0.18300026830575483/0.013384679740770029/0.2199962593605787/0.8022045515764277 $$$0.18680471219406275/0.2297212701352878/0.7161018047432872/0.7276703999529988/0.5340458503027159/0.7028256577078132,Aggressive
$$$0.7825993807293341/0.7544262995314234/0.5956999252564997/0.8179244064566001/1.0015978809242247/0.7407283152951143 $$$0.5128977411740666/0.0015978809242247725/0.17121346948920957/0.0015978809242247725/0.20820946054403344/0.7904177527598824 $$$0.1750179133775175/0.21793447131874252/0.7043150059267419/0.7158836011364534/0.5222590514861706/0.6910388588912679 $$$0.6308883031801632/0.7296740245618856/0.5318584510640413/0.7975162702839315/0.9602755902001929/0.6537717902622311,Aggressive
$$$0.7752175915933271/0.7470445103954164/0.5883181361204928/0.8105426173205932/0.9942160917882178/0.7333465261591073 $$$0.5055159520380597/-0.005783908211782291/0.1638316803532025/-0.005783908211782291/0.20082767140802638/0.7830359636238754 $$$0.16763612424151042/0.21055268218273543/0.6969332167907349/0.7085018120004465/0.5148772623501636/0.683657069755261 $$$0.6235065140441562/0.7222922354258786/0.5244766619280343/0.7901344811479245/0.952893801064186/0.6463900011262241,Aggressive
$$$0.5198008521440713/0.008500991894229528/0.17811658045921433/0.008500991894229528/0.2151125715140382/0.7973208637298871 $$$0.18192102434752225/0.22483758228874728/0.7112181168967466/0.7227867121064582/0.5291621624561753/0.6979419698612727 $$$0.6377914141501679/0.7365771355318903/0.538761562034046/0.8044193812539362/0.9671787011701977/0.6606749012322358 $$$0.7609256042171216/0.8338192351119998/0.6970529996446585/0.7295894379925482/0.3556084431355151/0.6482525323965046,Aggressive
$$$0.5003228697306853/-0.010976990519156474/0.15863859804582833/-0.010976990519156474/0.1956345891006522/0.777842881316501 $$$0.16244304193413625/0.2053595998753613/0.6917401344833606/0.7033087296930721/0.5096841800427893/0.6784639874478866 $$$0.6183134317367819/0.7170991531185043/0.51928357962066/0.7849413988405501/0.9477007187568116/0.6411969188188498 $$$0.7414476218037356/0.8143412526986138/0.6775750172312724/0.7101114555791621/0.3361304607221291/0.6287745499831185,Aggressive
$$$0.07658686535743897/0.6508580467740881/0.3573350977922923/0.7427993399796275/0.049427783233020765/0.13232905471012754 $$$0.9107938910096571/0.6159611023784479/0.8102099610298863/0.5999421793429415/0.00810544210912909/0.00810544210912909 $$$0.00810544210912909/0.8895341471636764/0.00810544210912909/0.6203503362584106/0.173394705804976/0.026738919606412066 $$$0.5340430449210263/0.4384968958489848/1.0081054421091291/0.4026632673638123/0.5618244477702934/0.41804331066300426,Aggressive
$$$0.05920146866363168/0.6334726500802808/0.33994970109848494/0.7254139432858202/0.03204238653921347/0.11494365801632024 $$$0.8934084943158498/0.5985757056846406/0.792824564336079/0.5825567826491341/-0.009279954584678202/-0.009279954584678202 $$$-0.009279954584678202/0.8721487504698691/-0.009279954584678202/0.6029649395646033/0.15600930911116873/0.009353522912604774 $$$0.5166576482272189/0.4211114991551775/0.9907200454153219/0.38527787067000496/0.544439051076486/0.4006579139691969,Aggressive
$$$0.34603140566081864/0.37616089191161306/0.774978638651404/0.7011939081784685/0.38509763854312484/0.10737897204819243 $$$0.0046372005318773115/0.4717912995083046/0.6376027656465343/0.4704246898134931/-0.0007291523935445514/0.0262978924519867 $$$0.9992708476064555/-0.0007291523935445514/0.06401521868671894/0.4896554567889432/0.7079322731529762/0.12539700194521328 $$$0.5352854828920177/0.28222910112309224/0.6561845070156523/-0.0007291523935445514/0.45596376789261656/0.1614330067988669,Aggressive
