accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,label
"[0.902688448900528, 0.0, 0.5259376028118972, 0.3634174905203325]","[0.6078556602693188, 0.8814287050545473, 0.4303914537398557, 0.6638006519931458]","[0.8021045189207572, 0.0, 1.0, 0.5009374797233652]","[0.5918367372338124, 0.6122448941492815, 0.3945578252546832, 0.4217687002776921]","[0.0, 0.1652892636958469, 0.5537190056611643, 0.561983480185925]","[0.0, 0.0186334774972829, 0.4099378685538751, 1.0]",Normal
"[0.0, 0.5259376028118972, 0.3634174905203325, 0.4654813059361809]","[0.8814287050545473, 0.4303914537398557, 0.6638006519931458, 0.5496801841048395]","[0.0, 1.0, 0.5009374797233652, 0.5972047889775653]","[0.6122448941492815, 0.3945578252546832, 0.4217687002776921, 0.4489795973399266]","[0.1652892636958469, 0.5537190056611643, 0.561983480185925, 0.3801652926404865]","[0.0186334774972829, 0.4099378685538751, 1.0, 0.9875776341234996]",Normal
"[0.5259376028118972, 0.3634174905203325, 0.4654813059361809, 0.279829722823124]","[0.4303914537398557, 0.6638006519931458, 0.5496801841048395, 0.7511898999390402]","[1.0, 0.5009374797233652, 0.5972047889775653, 0.4700537876194504]","[0.3945578252546832, 0.4217687002776921, 0.4489795973399266, 0.6326530718075513]","[0.5537190056611643, 0.561983480185925, 0.3801652926404865, 0.4132231466396523]","[0.4099378685538751, 1.0, 0.9875776341234996, 0.9627329124318847]",Normal
"[0.3634174905203325, 0.4654813059361809, 0.279829722823124, 0.5195906490764044]","[0.6638006519931458, 0.5496801841048395, 0.7511898999390402, 1.0]","[0.5009374797233652, 0.5972047889775653, 0.4700537876194504, 0.6801253179935697]","[0.4217687002776921, 0.4489795973399266, 0.6326530718075513, 0.7278911719844086]","[0.561983480185925, 0.3801652926404865, 0.4132231466396523, 0.3471074512412855]","[1.0, 0.9875776341234996, 0.9627329124318847, 0.9440993686478272]",Normal
"[0.4654813059361809, 0.279829722823124, 0.5195906490764044, 0.6442303788317325]","[0.5496801841048395, 0.7511898999390402, 1.0, 0.7593153627396516]","[0.5972047889775653, 0.4700537876194504, 0.6801253179935697, 0.5989544528049439]","[0.4489795973399266, 0.6326530718075513, 0.7278911719844086, 0.5034013629430449]","[0.3801652926404865, 0.4132231466396523, 0.3471074512412855, 0.2231405160693653]","[0.9875776341234996, 0.9627329124318847, 0.9440993686478272, 0.7701863185820608]",Normal
"[0.279829722823124, 0.5195906490764044, 0.6442303788317325, 0.6298469997312406]","[0.7511898999390402, 1.0, 0.7593153627396516, 0.2377261810173682]","[0.4700537876194504, 0.6801253179935697, 0.5989544528049439, 0.7745461949286598]","[0.6326530718075513, 0.7278911719844086, 0.5034013629430449, 0.5986394631199022]","[0.4132231466396523, 0.3471074512412855, 0.2231405160693653, 0.6033057898099043]","[0.9627329124318847, 0.9440993686478272, 0.7701863185820608, 0.782608687417792]",Normal
"[0.5195906490764044, 0.6442303788317325, 0.6298469997312406, 0.7586553940385767]","[1.0, 0.7593153627396516, 0.2377261810173682, 0.1986512274130183]","[0.6801253179935697, 0.5989544528049439, 0.7745461949286598, 0.4993863869418803]","[0.7278911719844086, 0.5034013629430449, 0.5986394631199022, 0.0544217656031182]","[0.3471074512412855, 0.2231405160693653, 0.6033057898099043, 0.7520661296561596]","[0.9440993686478272, 0.7701863185820608, 0.782608687417792, 0.6708074436525248]",Normal
"[0.6442303788317325, 0.6298469997312406, 0.7586553940385767, 0.4492615169893624]","[0.7593153627396516, 0.2377261810173682, 0.1986512274130183, 0.9056341995514436]","[0.5989544528049439, 0.7745461949286598, 0.4993863869418803, 0.5425283537274328]","[0.5034013629430449, 0.5986394631199022, 0.0544217656031182, 1.0]","[0.2231405160693653, 0.6033057898099043, 0.7520661296561596, 0.785123977355343]","[0.7701863185820608, 0.782608687417792, 0.6708074436525248, 0.7888198718356576]",Normal
"[0.6298469997312406, 0.7586553940385767, 0.4492615169893624, 0.5094403762210526]","[0.2377261810173682, 0.1986512274130183, 0.9056341995514436, 0.269009590686869]","[0.7745461949286598, 0.4993863869418803, 0.5425283537274328, 0.733943701993319]","[0.5986394631199022, 0.0544217656031182, 1.0, 0.3061224470746407]","[0.6033057898099043, 0.7520661296561596, 0.785123977355343, 0.6611570295834578]","[0.782608687417792, 0.6708074436525248, 0.7888198718356576, 0.7950310562535232]",Normal
"[0.7586553940385767, 0.4492615169893624, 0.5094403762210526, 0.7810014998051094]","[0.1986512274130183, 0.9056341995514436, 0.269009590686869, 0.7528284186071986]","[0.4993863869418803, 0.5425283537274328, 0.733943701993319, 0.594102044332275]","[0.0544217656031182, 1.0, 0.3061224470746407, 0.8163265255323754]","[0.7520661296561596, 0.785123977355343, 0.6611570295834578, 1.0]","[0.6708074436525248, 0.7888198718356576, 0.7950310562535232, 0.7391304343708895]",Normal
"[0.4492615169893624, 0.5094403762210526, 0.7810014998051094, 0.5112998602498419]","[0.9056341995514436, 0.269009590686869, 0.7528284186071986, 0.0]","[0.5425283537274328, 0.733943701993319, 0.594102044332275, 0.1696155885649848]","[1.0, 0.3061224470746407, 0.8163265255323754, 0.0]","[0.785123977355343, 0.6611570295834578, 1.0, 0.2066115796198086]","[0.7888198718356576, 0.7950310562535232, 0.7391304343708895, 0.7888198718356576]",Normal
"[0.5094403762210526, 0.7810014998051094, 0.5112998602498419, 0.1734200324532927]","[0.269009590686869, 0.7528284186071986, 0.0, 0.2163365903945177]","[0.733943701993319, 0.594102044332275, 0.1696155885649848, 0.7027171250025172]","[0.3061224470746407, 0.8163265255323754, 0.0, 0.7142857202122287]","[0.6611570295834578, 1.0, 0.2066115796198086, 0.5206611705619458]","[0.7950310562535232, 0.7391304343708895, 0.7888198718356576, 0.6894409779670432]",Normal
"[0.7810014998051094, 0.5112998602498419, 0.1734200324532927, 0.6292904222559385]","[0.7528284186071986, 0.0, 0.2163365903945177, 0.7280761436376608]","[0.594102044332275, 0.1696155885649848, 0.7027171250025172, 0.5302605701398165]","[0.8163265255323754, 0.0, 0.7142857202122287, 0.7959183893597067]","[1.0, 0.2066115796198086, 0.5206611705619458, 0.9586777092759682]","[0.7391304343708895, 0.7888198718356576, 0.6894409779670432, 0.6521739093380063]",Normal
"[0.5112998602498419, 0.1734200324532927, 0.6292904222559385, 0.7524246123228922]","[0.0, 0.2163365903945177, 0.7280761436376608, 0.8253182432177704]","[0.1696155885649848, 0.7027171250025172, 0.5302605701398165, 0.688552007750429]","[0.0, 0.7142857202122287, 0.7959183893597067, 0.7210884460983187]","[0.2066115796198086, 0.5206611705619458, 0.9586777092759682, 0.3471074512412855]","[0.7888198718356576, 0.6894409779670432, 0.6521739093380063, 0.6397515405022751]",Normal
"[0.1734200324532927, 0.6292904222559385, 0.7524246123228922, 0.3215578206707646]","[0.2163365903945177, 0.7280761436376608, 0.8253182432177704, 0.4458466379247184]","[0.7027171250025172, 0.5302605701398165, 0.688552007750429, 0.3964140841225839]","[0.7142857202122287, 0.7959183893597067, 0.7210884460983187, 0.3469387712769795]","[0.5206611705619458, 0.9586777092759682, 0.3471074512412855, 0.8760330522281148]","[0.6894409779670432, 0.6521739093380063, 0.6397515405022751, 0.5962732874553728]",Normal
"[0.6292904222559385, 0.7524246123228922, 0.3215578206707646, 0.7128901525911908]","[0.7280761436376608, 0.8253182432177704, 0.4458466379247184, 0.4065848302406456]","[0.5302605701398165, 0.688552007750429, 0.3964140841225839, 0.7318371693929651]","[0.7959183893597067, 0.7210884460983187, 0.3469387712769795, 0.768707485815347]","[0.9586777092759682, 0.3471074512412855, 0.8760330522281148, 0.8512396727537097]","[0.6521739093380063, 0.6397515405022751, 0.5962732874553728, 0.4161490529717407]",Normal
"[0.7524246123228922, 0.3215578206707646, 0.7128901525911908, 0.8952489472623273]","[0.8253182432177704, 0.4458466379247184, 0.4065848302406456, 0.5529254955923243]","[0.688552007750429, 0.3964140841225839, 0.7318371693929651, 0.7279809729652327]","[0.7210884460983187, 0.3469387712769795, 0.768707485815347, 0.5918367372338124]","[0.3471074512412855, 0.8760330522281148, 0.8512396727537097, 0.785123977355343]","[0.6397515405022751, 0.5962732874553728, 0.4161490529717407, 0.2795030715350111]",Normal
"[0.3215578206707646, 0.7128901525911908, 0.8952489472623273, 0.0744822432420539]","[0.4458466379247184, 0.4065848302406456, 0.5529254955923243, 0.6345877526864664]","[0.3964140841225839, 0.7318371693929651, 0.7279809729652327, 0.5429534638645196]","[0.3469387712769795, 0.768707485815347, 0.5918367372338124, 0.8163265255323754]","[0.8760330522281148, 0.8512396727537097, 0.785123977355343, 0.7520661296561596]","[0.5962732874553728, 0.4161490529717407, 0.2795030715350111, 0.2546583338635486]",Normal
"[0.7128901525911908, 0.8952489472623273, 0.0744822432420539, 1.0]","[0.4065848302406456, 0.5529254955923243, 0.6345877526864664, 0.4491771574066236]","[0.7318371693929651, 0.7279809729652327, 0.5429534638645196, 0.9509327811376396]","[0.768707485815347, 0.5918367372338124, 0.8163265255323754, 0.918367372338123]","[0.8512396727537097, 0.785123977355343, 0.7520661296561596, 0.4793388459755082]","[0.4161490529717407, 0.2795030715350111, 0.2546583338635486, 0.1242236126009984]",Normal
"[0.8952489472623273, 0.0744822432420539, 1.0, 0.0684814232483098]","[0.5529254955923243, 0.6345877526864664, 0.4491771574066236, 0.642752604664959]","[0.7279809729652327, 0.5429534638645196, 0.9509327811376396, 0.3492296556831631]","[0.5918367372338124, 0.8163265255323754, 0.918367372338123, 0.7346938978704984]","[0.785123977355343, 0.7520661296561596, 0.4793388459755082, 0.0413223411238916]","[0.2795030715350111, 0.2546583338635486, 0.1242236126009984, 0.1242236126009984]",Normal
"[0.0744822432420539, 1.0, 0.0684814232483098, 0.902688448900528]","[0.6345877526864664, 0.4491771574066236, 0.642752604664959, 0.6078556602693188]","[0.5429534638645196, 0.9509327811376396, 0.3492296556831631, 0.8021045189207572]","[0.8163265255323754, 0.918367372338123, 0.7346938978704984, 0.5918367372338124]","[0.7520661296561596, 0.4793388459755082, 0.0413223411238916, 0.0]","[0.2546583338635486, 0.1242236126009984, 0.1242236126009984, 0.0]",Normal
"[1.0, 0.0684814232483098, 0.902688448900528, 0.0]","[0.4491771574066236, 0.642752604664959, 0.6078556602693188, 0.8814287050545473]","[0.9509327811376396, 0.3492296556831631, 0.8021045189207572, 0.0]","[0.918367372338123, 0.7346938978704984, 0.5918367372338124, 0.6122448941492815]","[0.4793388459755082, 0.0413223411238916, 0.0, 0.1652892636958469]","[0.1242236126009984, 0.1242236126009984, 0.0, 0.0186334774972829]",Normal
"[0.0684814232483098, 0.902688448900528, 0.0, 0.5259376028118972]","[0.642752604664959, 0.6078556602693188, 0.8814287050545473, 0.4303914537398557]","[0.3492296556831631, 0.8021045189207572, 0.0, 1.0]","[0.7346938978704984, 0.5918367372338124, 0.6122448941492815, 0.3945578252546832]","[0.0413223411238916, 0.0, 0.1652892636958469, 0.5537190056611643]","[0.1242236126009984, 0.0, 0.0186334774972829, 0.4099378685538751]",Normal
"[0.902688448900528, 0.0, 0.5259376028118972, 0.28955642569999]","[0.6078556602693188, 0.8814287050545473, 0.4303914537398557, 0.2165327879185191]","[0.8021045189207572, 0.0, 1.0, 0.2181964011338804]","[0.5918367372338124, 0.6122448941492815, 0.3945578252546832, 0.3441295564613753]","[0.0, 0.1652892636958469, 0.5537190056611643, 0.5396825302714545]","[0.0, 0.0186334774972829, 0.4099378685538751, 1.0]",Normal
"[0.0, 0.5259376028118972, 0.28955642569999, 0.3850103614300358]","[0.8814287050545473, 0.4303914537398557, 0.2165327879185191, 0.4558751244651158]","[0.0, 1.0, 0.2181964011338804, 0.0768638276744784]","[0.6122448941492815, 0.3945578252546832, 0.3441295564613753, 0.461538465811698]","[0.1652892636958469, 0.5537190056611643, 0.5396825302714545, 0.285714273614319]","[0.0186334774972829, 0.4099378685538751, 1.0, 0.9208633129034114]",Normal
"[0.5259376028118972, 0.28955642569999, 0.3850103614300358, 0.5586000084127138]","[0.4303914537398557, 0.2165327879185191, 0.4558751244651158, 0.4974622437881513]","[1.0, 0.2181964011338804, 0.0768638276744784, 0.1908311759977232]","[0.3945578252546832, 0.3441295564613753, 0.461538465811698, 0.5870445452085002]","[0.5537190056611643, 0.5396825302714545, 0.285714273614319, 0.3730158595714656]","[0.4099378685538751, 1.0, 0.9208633129034114, 0.9496402835481664]",Normal
"[0.28955642569999, 0.3850103614300358, 0.5586000084127138, 0.3927728622694812]","[0.2165327879185191, 0.4558751244651158, 0.4974622437881513, 0.0921707933497386]","[0.2181964011338804, 0.0768638276744784, 0.1908311759977232, 0.4366987286696794]","[0.3441295564613753, 0.461538465811698, 0.5870445452085002, 0.4170040529312015]","[0.5396825302714545, 0.285714273614319, 0.3730158595714656, 0.1587301452857513]","[1.0, 0.9208633129034114, 0.9496402835481664, 0.8489208616128145]",Normal
"[0.3850103614300358, 0.5586000084127138, 0.3927728622694812, 0.5047046748608561]","[0.4558751244651158, 0.4974622437881513, 0.0921707933497386, 0.0]","[0.0768638276744784, 0.1908311759977232, 0.4366987286696794, 0.2552391704404219]","[0.461538465811698, 0.5870445452085002, 0.4170040529312015, 0.307692310541132]","[0.285714273614319, 0.3730158595714656, 0.1587301452857513, 0.2063492009714434]","[0.9208633129034114, 0.9496402835481664, 0.8489208616128145, 0.6618704948382519]",Normal
"[0.5586000084127138, 0.3927728622694812, 0.5047046748608561, 0.4650052695469169]","[0.4974622437881513, 0.0921707933497386, 0.0, 0.1743847471048666]","[0.1908311759977232, 0.4366987286696794, 0.2552391704404219, 0.174895881963035]","[0.5870445452085002, 0.4170040529312015, 0.307692310541132, 0.3117408901634756]","[0.3730158595714656, 0.1587301452857513, 0.2063492009714434, 0.9126984019428868]","[0.9496402835481664, 0.8489208616128145, 0.6618704948382519, 0.6906474709671646]",Normal
"[0.3927728622694812, 0.5047046748608561, 0.4650052695469169, 0.3174904380570549]","[0.0921707933497386, 0.0, 0.1743847471048666, 0.3857131461330109]","[0.4366987286696794, 0.2552391704404219, 0.174895881963035, 0.2473794655400668]","[0.4170040529312015, 0.307692310541132, 0.3117408901634756, 0.6599190401352133]","[0.1587301452857513, 0.2063492009714434, 0.9126984019428868, 0.4841269794214415]","[0.8489208616128145, 0.6618704948382519, 0.6906474709671646, 0.7194244470960773]",Normal
"[0.5047046748608561, 0.4650052695469169, 0.3174904380570549, 0.5296437525051777]","[0.0, 0.1743847471048666, 0.3857131461330109, 0.0302165878514125]","[0.2552391704404219, 0.174895881963035, 0.2473794655400668, 0.1984308796179608]","[0.307692310541132, 0.3117408901634756, 0.6599190401352133, 0.2105263131905462]","[0.2063492009714434, 0.9126984019428868, 0.4841269794214415, 0.5079365072642875]","[0.6618704948382519, 0.6906474709671646, 0.7194244470960773, 0.7482014451616202]",Normal
"[0.4650052695469169, 0.3174904380570549, 0.5296437525051777, 0.3998313944777795]","[0.1743847471048666, 0.3857131461330109, 0.0302165878514125, 0.3929169595574752]","[0.174895881963035, 0.2473794655400668, 0.1984308796179608, 0.235531507345669]","[0.3117408901634756, 0.6599190401352133, 0.2105263131905462, 0.7044534591881625]","[0.9126984019428868, 0.4841269794214415, 0.5079365072642875, 0.9841269733714584]","[0.6906474709671646, 0.7194244470960773, 0.7482014451616202, 0.6834532214507789]",Normal
"[0.3174904380570549, 0.5296437525051777, 0.3998313944777795, 0.4955660395456842]","[0.3857131461330109, 0.0302165878514125, 0.3929169595574752, 0.1867956246159831]","[0.2473794655400668, 0.1984308796179608, 0.235531507345669, 0.0953694820694944]","[0.6599190401352133, 0.2105263131905462, 0.7044534591881625, 0.372469640050705]","[0.4841269794214415, 0.5079365072642875, 0.9841269733714584, 0.4841269794214415]","[0.7194244470960773, 0.7482014451616202, 0.6834532214507789, 0.5827338159678996]",Normal
"[0.5296437525051777, 0.3998313944777795, 0.4955660395456842, 0.6116106106233843]","[0.0302165878514125, 0.3929169595574752, 0.1867956246159831, 0.2233812986398873]","[0.1984308796179608, 0.235531507345669, 0.0953694820694944, 0.5601165268602296]","[0.2105263131905462, 0.7044534591881625, 0.372469640050705, 0.4939271336527108]","[0.5079365072642875, 0.9841269733714584, 0.4841269794214415, 0.40476190526607]","[0.7482014451616202, 0.6834532214507789, 0.5827338159678996, 0.5755395664515139]",Normal
"[0.3998313944777795, 0.4955660395456842, 0.6116106106233843, 0.9168347813040282]","[0.3929169595574752, 0.1867956246159831, 0.2233812986398873, 0.2439348860988893]","[0.235531507345669, 0.0953694820694944, 0.5601165268602296, 0.3975614845169057]","[0.7044534591881625, 0.372469640050705, 0.4939271336527108, 0.5303643811160673]","[0.9841269733714584, 0.4841269794214415, 0.40476190526607, 0.8015873123428274]","[0.6834532214507789, 0.5827338159678996, 0.5755395664515139, 0.5395683188695852]",Normal
"[0.4955660395456842, 0.6116106106233843, 0.9168347813040282, 0.1274833779082564]","[0.1867956246159831, 0.2233812986398873, 0.2439348860988893, 0.1839116277015059]","[0.0953694820694944, 0.5601165268602296, 0.3975614845169057, 0.1161706693242968]","[0.372469640050705, 0.4939271336527108, 0.5303643811160673, 0.5101214644869909]","[0.4841269794214415, 0.40476190526607, 0.8015873123428274, 0.2619047578714397]","[0.5827338159678996, 0.5755395664515139, 0.5395683188695852, 0.4892086161281456]",Normal
"[0.6116106106233843, 0.9168347813040282, 0.1274833779082564, 0.6340882175732311]","[0.2233812986398873, 0.2439348860988893, 0.1839116277015059, 0.1735376357240449]","[0.5601165268602296, 0.3975614845169057, 0.1161706693242968, 0.3320588810687607]","[0.4939271336527108, 0.5303643811160673, 0.5101214644869909, 0.4939271336527108]","[0.40476190526607, 0.8015873123428274, 0.2619047578714397, 0.7777777724000148]","[0.5755395664515139, 0.5395683188695852, 0.4892086161281456, 0.3812949611288807]",Normal
"[0.9168347813040282, 0.1274833779082564, 0.6340882175732311, 0.2707529683925577]","[0.2439348860988893, 0.1839116277015059, 0.1735376357240449, 0.236719612734296]","[0.3975614845169057, 0.1161706693242968, 0.3320588810687607, 0.1753175252072868]","[0.5303643811160673, 0.5101214644869909, 0.4939271336527108, 0.5991903025928894]","[0.8015873123428274, 0.2619047578714397, 0.7777777724000148, 0.6269841162286011]","[0.5395683188695852, 0.4892086161281456, 0.3812949611288807, 0.2805755556460015]",Normal
"[0.1274833779082564, 0.6340882175732311, 0.2707529683925577, 0.8722481714485297]","[0.1839116277015059, 0.1735376357240449, 0.236719612734296, 0.2262457291588908]","[0.1161706693242968, 0.3320588810687607, 0.1753175252072868, 0.5844033223751894]","[0.5101214644869909, 0.4939271336527108, 0.5991903025928894, 0.0]","[0.2619047578714397, 0.7777777724000148, 0.6269841162286011, 0.8730158837713989]","[0.4892086161281456, 0.3812949611288807, 0.2805755556460015, 0.3525179630633377]",Normal
"[0.6340882175732311, 0.2707529683925577, 0.8722481714485297, 1.0]","[0.1735376357240449, 0.236719612734296, 0.2262457291588908, 1.0]","[0.3320588810687607, 0.1753175252072868, 0.5844033223751894, 1.0]","[0.4939271336527108, 0.5991903025928894, 0.0, 1.0]","[0.7777777724000148, 0.6269841162286011, 0.8730158837713989, 0.476190472157154]","[0.3812949611288807, 0.2805755556460015, 0.3525179630633377, 0.0143884990327714]",Aggressive
"[0.2707529683925577, 0.8722481714485297, 1.0, 0.728800337127261]","[0.236719612734296, 0.2262457291588908, 1.0, 0.6523595739468876]","[0.1753175252072868, 0.5844033223751894, 1.0, 0.3286354706113574]","[0.5991903025928894, 0.0, 1.0, 0.6720647975196024]","[0.6269841162286011, 0.8730158837713989, 0.476190472157154, 0.5238095157428794]","[0.2805755556460015, 0.3525179630633377, 0.0143884990327714, 0.0]",Aggressive
"[0.8722481714485297, 1.0, 0.728800337127261, 0.3380961839577797]","[0.2262457291588908, 1.0, 0.6523595739468876, 0.3888455649754444]","[0.5844033223751894, 1.0, 0.3286354706113574, 0.7422841275185138]","[0.0, 1.0, 0.6720647975196024, 0.4291498041431379]","[0.8730158837713989, 0.476190472157154, 0.5238095157428794, 1.0]","[0.3525179630633377, 0.0143884990327714, 0.0, 0.1798560624166012]",Aggressive
"[1.0, 0.728800337127261, 0.3380961839577797, 0.041673439159086]","[1.0, 0.6523595739468876, 0.3888455649754444, 0.2287578061270173]","[1.0, 0.3286354706113574, 0.7422841275185138, 0.0]","[1.0, 0.6720647975196024, 0.4291498041431379, 0.4008097159244687]","[0.476190472157154, 0.5238095157428794, 1.0, 0.2142857142857142]","[0.0143884990327714, 0.0, 0.1798560624166012, 0.2374100585476871]",Aggressive
"[0.728800337127261, 0.3380961839577797, 0.041673439159086, 0.2271681288590585]","[0.6523595739468876, 0.3888455649754444, 0.2287578061270173, 0.3971534406503035]","[0.3286354706113574, 0.7422841275185138, 0.0, 0.1353919600661177]","[0.6720647975196024, 0.4291498041431379, 0.4008097159244687, 0.3562753072875334]","[0.5238095157428794, 1.0, 0.2142857142857142, 0.0]","[0.0, 0.1798560624166012, 0.2374100585476871, 0.1294964035484221]",Normal
"[0.3380961839577797, 0.041673439159086, 0.2271681288590585, 0.9145230036378758]","[0.3888455649754444, 0.2287578061270173, 0.3971534406503035, 0.1774250903453886]","[0.7422841275185138, 0.0, 0.1353919600661177, 0.5634166265575216]","[0.4291498041431379, 0.4008097159244687, 0.3562753072875334, 0.4777328028184308]","[1.0, 0.2142857142857142, 0.0, 0.5158730145285751]","[0.1798560624166012, 0.2374100585476871, 0.1294964035484221, 0.2949640108055124]",Normal
"[0.041673439159086, 0.2271681288590585, 0.9145230036378758, 0.5720240228952995]","[0.2287578061270173, 0.3971534406503035, 0.1774250903453886, 0.0836394752477571]","[0.0, 0.1353919600661177, 0.5634166265575216, 0.4388901163713657]","[0.4008097159244687, 0.3562753072875334, 0.4777328028184308, 0.5627530427846275]","[0.2142857142857142, 0.0, 0.5158730145285751, 0.0634920581143005]","[0.2374100585476871, 0.1294964035484221, 0.2949640108055124, 0.2517985575804585]",Normal
"[0.2271681288590585, 0.9145230036378758, 0.5720240228952995, 0.0]","[0.3971534406503035, 0.1774250903453886, 0.0836394752477571, 0.3304491427793148]","[0.1353919600661177, 0.5634166265575216, 0.4388901163713657, 0.2633870826012133]","[0.3562753072875334, 0.4777328028184308, 0.5627530427846275, 0.5506072977451437]","[0.0, 0.5158730145285751, 0.0634920581143005, 0.2460317433428645]","[0.1294964035484221, 0.2949640108055124, 0.2517985575804585, 0.6258992691929536]",Normal
"[0.9145230036378758, 0.5720240228952995, 0.0, 0.5172783736496961]","[0.1774250903453886, 0.0836394752477571, 0.3304491427793148, 0.2546869504790374]","[0.5634166265575216, 0.4388901163713657, 0.2633870826012133, 0.5618580653373453]","[0.4777328028184308, 0.5627530427846275, 0.5506072977451437, 0.6194332068770604]","[0.5158730145285751, 0.0634920581143005, 0.2460317433428645, 0.4603174515785955]","[0.2949640108055124, 0.2517985575804585, 0.6258992691929536, 0.6834532214507789]",Normal
"[0.5720240228952995, 0.0, 0.5172783736496961, 0.2368209166112393]","[0.0836394752477571, 0.3304491427793148, 0.2546869504790374, 0.4261675245577596]","[0.4388901163713657, 0.2633870826012133, 0.5618580653373453, 0.1227754451159458]","[0.5627530427846275, 0.5506072977451437, 0.6194332068770604, 0.35344828059244]","[0.0634920581143005, 0.2460317433428645, 0.4603174515785955, 0.7743362922004056]","[0.2517985575804585, 0.6258992691929536, 0.6834532214507789, 1.0]",Normal
"[0.0, 0.5172783736496961, 0.2368209166112393, 0.3506367267026848]","[0.3304491427793148, 0.2546869504790374, 0.4261675245577596, 1.0]","[0.2633870826012133, 0.5618580653373453, 0.1227754451159458, 0.3095171236281164]","[0.5506072977451437, 0.6194332068770604, 0.35344828059244, 0.45689655625623]","[0.2460317433428645, 0.4603174515785955, 0.7743362922004056, 0.5530973525354325]","[0.6258992691929536, 0.6834532214507789, 1.0, 0.8837209313663165]",Normal
"[0.5172783736496961, 0.2368209166112393, 0.3506367267026848, 0.2252067630947658]","[0.2546869504790374, 0.4261675245577596, 1.0, 0.5457148992103389]","[0.5618580653373453, 0.1227754451159458, 0.3095171236281164, 0.2463600056161523]","[0.6194332068770604, 0.35344828059244, 0.45689655625623, 0.4396551721871885]","[0.4603174515785955, 0.7743362922004056, 0.5530973525354325, 0.6814159387553966]","[0.6834532214507789, 1.0, 0.8837209313663165, 0.8914728745443421]",Normal
"[0.2368209166112393, 0.3506367267026848, 0.2252067630947658, 0.2691497593603855]","[0.4261675245577596, 1.0, 0.5457148992103389, 0.4945188886547665]","[0.1227754451159458, 0.3095171236281164, 0.2463600056161523, 0.3511191823374057]","[0.35344828059244, 0.45689655625623, 0.4396551721871885, 0.4396551721871885]","[0.7743362922004056, 0.5530973525354325, 0.6814159387553966, 0.7477876159326894]","[1.0, 0.8837209313663165, 0.8914728745443421, 0.7209302428134993]",Normal
"[0.3506367267026848, 0.2252067630947658, 0.2691497593603855, 0.1725946579213548]","[1.0, 0.5457148992103389, 0.4945188886547665, 0.5253538424490533]","[0.3095171236281164, 0.2463600056161523, 0.3511191823374057, 0.2754584389351037]","[0.45689655625623, 0.4396551721871885, 0.4396551721871885, 0.551724132492524]","[0.5530973525354325, 0.6814159387553966, 0.7477876159326894, 0.8539823075115565]","[0.8837209313663165, 0.8914728745443421, 0.7209302428134993, 0.7286821623543809]",Normal
"[0.2252067630947658, 0.2691497593603855, 0.1725946579213548, 0.4906485967549205]","[0.5457148992103389, 0.4945188886547665, 0.5253538424490533, 0.4128543190552161]","[0.2463600056161523, 0.3511191823374057, 0.2754584389351037, 0.4779837603009765]","[0.4396551721871885, 0.4396551721871885, 0.551724132492524, 0.6465517284434185]","[0.6814159387553966, 0.7477876159326894, 0.8539823075115565, 0.8938053084211329]","[0.8914728745443421, 0.7209302428134993, 0.7286821623543809, 0.968992247231738]",Normal
"[0.2691497593603855, 0.1725946579213548, 0.4906485967549205, 0.359114840336338]","[0.4945188886547665, 0.5253538424490533, 0.4128543190552161, 0.0]","[0.3511191823374057, 0.2754584389351037, 0.4779837603009765, 0.4077055045467262]","[0.4396551721871885, 0.551724132492524, 0.6465517284434185, 0.1724138012612139]","[0.7477876159326894, 0.8539823075115565, 0.8938053084211329, 0.9336283160767084]","[0.7209302428134993, 0.7286821623543809, 0.968992247231738, 0.8914728745443421]",Normal
"[0.1725946579213548, 0.4906485967549205, 0.359114840336338, 0.160325145894972]","[0.5253538424490533, 0.4128543190552161, 0.0, 0.6652696788176153]","[0.2754584389351037, 0.4779837603009765, 0.4077055045467262, 0.1129123337060354]","[0.551724132492524, 0.6465517284434185, 0.1724138012612139, 0.982758609359425]","[0.8539823075115565, 0.8938053084211329, 0.9336283160767084, 0.9601769923444246]","[0.7286821623543809, 0.968992247231738, 0.8914728745443421, 0.8449612391133325]",Normal
"[0.4906485967549205, 0.359114840336338, 0.160325145894972, 0.2738232008845381]","[0.4128543190552161, 0.0, 0.6652696788176153, 0.2248589346096344]","[0.4779837603009765, 0.4077055045467262, 0.1129123337060354, 0.2931416325991]","[0.6465517284434185, 0.1724138012612139, 0.982758609359425, 0.2758620793893289]","[0.8938053084211329, 0.9336283160767084, 0.9601769923444246, 0.7787610687675254]","[0.968992247231738, 0.8914728745443421, 0.8449612391133325, 0.8604651136508118]",Normal
"[0.359114840336338, 0.160325145894972, 0.2738232008845381, 0.1516661391036206]","[0.0, 0.6652696788176153, 0.2248589346096344, 0.1795005568766744]","[0.4077055045467262, 0.1129123337060354, 0.2931416325991, 0.0916078490853768]","[0.1724138012612139, 0.982758609359425, 0.2758620793893289, 0.758620688748754]","[0.9336283160767084, 0.9601769923444246, 0.7787610687675254, 0.8274336312438402]","[0.8914728745443421, 0.8449612391133325, 0.8604651136508118, 0.837209307753879]",Normal
